ASIN,Customer review count,Raw star ratings,GL Product Group,Product subcategory code,Product subcategory desc,Ads Clicks,GL Description,GMS ($)
B0DT62QDW5,,,325,32502579,Cereals,,Grocery, 86.87
B083VKNDCY, 4, 4,325,32592020,Milk & Soya Milk,,Grocery, 12.91
B08C1DSWF3, 81, 5,325,32502040,Oils & Vinegars,,Grocery, 142.77
B08C1CPPHB, 129, 4,325,32502040,Oils & Vinegars,,Grocery, 15.21
B004XVFJVW, 835, 5,325,32504020,Cooking Sauces,,Grocery, 38.36
B0847NQFB6, 47, 4,325,32501090,Sugar,,Grocery," 1,499.96"
B083VKKHVC, 16, 4,325,32592005,Tea,,Grocery, 277.41
B07576C7T7,,,325,UNKNOWN,UNKNOWN,,Grocery, 6.07
B083VKH3Q5, 5, 5,325,32592005,Tea,,Grocery, 225.86
B000LRO5O4," 4,046", 5,325,32501080,"Syrups, Sweeteners, Extracts & Vanilla",,Grocery," 4,353.09"
B07MV32JLH, 278, 5,325,32502040,Oils & Vinegars,,Grocery," 18,749.67"
B07NF8C4JJ, 21, 4,325,32599015,Nuts,,Grocery, 68.99
B08GD1Z9PS, 521, 5,325,32592005,Tea,,Grocery," 4,272.36"
B0BF7B1H1G, 1, 5,325,32501020,Canned & Powdered Milk,,Grocery, 9.98
B0C662Q2PL, 13, 4,325,32502020,"Herbs, Spices, Sea",,Grocery, 291.86
B07575J55Z, 15, 4,325,UNKNOWN,UNKNOWN,,Grocery, 91.28
B00L2ZL28G, 17, 5,325,32550045,Canned Goods,,Grocery," 1,078.98"
B079H3CX14, 250, 4,325,32502050,Cooking Ingredient,,Grocery, 292.17
B083VKM94Q,,,325,32502070,Spreads,,Grocery, 15.54
B01M4LJ19V, 409, 4,325,32501090,Sugar,,Grocery, 312.91
B00LQO3FUQ, 55, 4,325,32502050,Cooking Ingredient,,Grocery," 1,555.56"
B083VKCLGR, 15, 4,325,32592005,Tea,,Grocery, 736.27
B08C1BXXXV, 165, 4,325,32502040,Oils & Vinegars,,Grocery," 2,617.54"
B07NF87BQT, 15, 4,325,32599015,Nuts,,Grocery, 70.65
B083VKRS1M, 7, 5,325,32599015,Nuts,,Grocery, 155.88
B00L305YHK, 21, 4,325,UNKNOWN,UNKNOWN,,Grocery, 151.41
B083VKRTVV, 18, 4,325,32592005,Tea,,Grocery, 390.44
B072J1DBM2, 10, 3,325,32592005,Tea,,Grocery, 302.98
B01M4IDUTR, 37, 4,325,32502050,Cooking Ingredient,,Grocery, 15.8
B08C18B3FH, 39, 5,325,32502040,Oils & Vinegars,,Grocery, 5.58
B083VKYQTG, 4, 3,325,32599015,Nuts,,Grocery, 82.82
B07NF7MR14, 91, 4,325,32592005,Tea,,Grocery," 6,084.95"
B07NF5BLTB, 21, 3,325,32599015,Nuts,,Grocery, 267.43
B0CYT7YKYH, 1, 5,325,32592005,Tea,,Grocery, 271.93
B00D76WARU, 146, 5,325,32501095,Assorted Baking Supplies,,Grocery, 2.42
B01DA5BU6Y, 25, 4,325,32599030,Chocolate,,Grocery, 731.14
B08C192WMP, 5, 4,325,32502040,Oils & Vinegars,,Grocery, 672.29
B01LYT8NCG, 94, 4,325,32501010,Baking Mixes,,Grocery, 612.46
B075731CHK, 17, 4,325,32502050,Cooking Ingredient,,Grocery, 133.64
B07NF84G8R, 7, 4,325,32599015,Nuts,,Grocery, 307.44
B01E5RZPPI, 67, 4,325,32501095,Assorted Baking Supplies,,Grocery, 233.73
