ASIN,Brand Name,List Price($)(T12M ),Product GMS($)(T12M ),Deal GMS($)(T12M ),Net PPM(T12M )(%),GV(T12M ),Amzn GV(T12M ),SoROOS(%)(T12M )(%),Daily SoRoos%(T12M )(%),Fill Rate - Sourceable(T12M )(%),Vendor Confirmation Rate - Sourceable(T12M )(%),ASP(T12M ),CM(T12M )(%),CP($)(T12M ),Net Receipts($)(T12M ),Net Receipts (Units)(T12M ),CCOGS As A % Of PCOGS(T12M )(%),PPM(T12M )(%),External Box Price Competitiveness (% Of GV)(T12M )(%),Net Ordered Units(T12M ),Customer Returns($)(T12M ),IDQ Score(T12M )
B0756YP6QK,Ching's Secret,1.37,143.02,0,18.89%,360,290,11.56%,11.56%,74.19%,100.00%,1.27,(94.84)%,-141.34,135.91,120.00,14.35%,10.52%,100.00%,114,1.13,75.70
B0C62C61N7,TATA,0.00,142.50,0,(2.04)%,899,792,20.25%,20.25%,31.29%,98.56%,2.69,(78.59)%,-120.88,371.37,118.00,13.13%,(17.06)%,82.26%,57,0.00,100.00
B083VKDQ3Z,TATA,8.26,140.47,0,10.29%,525,311,41.25%,41.25%,64.29%,100.00%,8.26,(18.18)%,-26.11,151.36,18.00,12.88%,(1.86)%,0.00%,18,0.00,100.00
B008IJ9XRQ,American Garden,5.36,138.94,27.33,21.82%,387,334,13.70%,13.70%,61.36%,100.00%,4.96,(13.11)%,-18.19,123.05,27.00,18.56%,8.15%,92.00%,28,0.00,95.50
B00L305YHK,American Garden,1.24,137.81,0,23.67%,294,238,9.30%,9.30%,82.18%,71.60%,1.18,(70.56)%,-101.36,154.32,148.00,18.50%,11.47%,58.04%,117,0.00,0
B083VKYVF4,Foster Clarks,2.49,137.69,0,11.19%,397,340,47.64%,47.64%,39.84%,99.19%,2.50,(49.00)%,-67.50,133.47,53.00,14.43%,(0.60)%,79.88%,59,0.00,70.90
B07PN2Q5H7,Al Rifai,14.11,133.37,0,26.87%,96,93,51.04%,51.04%,100.00%,100.00%,13.34,8.71%,11.74,1293.39,122.00,8.00%,20.51%,57.78%,8,0.00,74.20
B0DT63965V,TATA GLOBAL BEVeRAGES,2.74,130.83,15.01,29.62%,140,138,2.14%,2.14%,90.32%,100.00%,5.23,(19.39)%,-24.03,210.53,48.00,17.93%,16.19%,0.00%,25,4.39,63.50
B0DBR4V7W7,TATA,0.00,129.74,0,18.61%,414,351,46.12%,46.12%,80.62%,100.00%,3.51,(42.44)%,-56.92,1767.87,555.00,14.24%,9.16%,0.00%,37,0.00,80.00
B083VKRRWG,TATA,2.59,129.66,0,22.22%,821,540,17.01%,17.01%,91.97%,97.91%,2.49,(57.95)%,-76.77,1198.14,538.00,14.09%,10.69%,57.55%,52,2.23,93.50
B00345SZ00,Chings Secret,1.55,128.63,0,17.36%,1288,840,18.96%,18.96%,64.84%,64.19%,1.53,(77.72)%,-100.64,570.20,388.00,12.79%,14.99%,0.00%,84,0.00,93.50
B07NF8RLW5,Al Rifai,1.90,124.74,0,9.81%,484,414,21.07%,21.07%,97.30%,87.83%,1.50,(55.66)%,-72.92,830.28,582.00,8.00%,5.08%,35.57%,83,0.00,70.90
B00BGV94SG,UNKNOWN,1.22,123.09,0,31.88%,397,359,49.37%,49.37%,82.47%,99.62%,1.38,(82.99)%,-109.51,702.47,679.00,13.80%,25.20%,75.00%,93,0.00,71.50
B083VKH3K9,American Garden,0.05,120.90,2.20,(36.38)%,175,166,4.02%,4.02%,100.00%,100.00%,1.30,(96.80)%,-120.04,75.56,35.00,18.50%,(66.07)%,0.00%,93,0.00,72.00
B083VK9J27,American Garden,3.02,115.65,0,21.70%,184,151,17.39%,17.39%,93.94%,47.83%,2.75,(57.94)%,-64.32,84.36,33.00,18.52%,7.16%,44.87%,43,0.00,85.80
B00L28CTEE,American Garden,4.61,111.55,0,19.81%,959,864,17.31%,17.31%,102.07%,98.56%,3.98,(27.16)%,-31.02,3229.86,839.00,18.17%,5.12%,34.21%,29,0.00,93.00
B07PCDZ634,American Garden,3.83,110.85,0,18.85%,531,496,4.52%,4.52%,100.00%,100.00%,3.58,(37.56)%,-41.05,101.45,31.00,18.57%,8.49%,36.21%,31,0.00,93.00
B07NF7QH9S,Al Rifai,7.58,109.11,0,31.53%,109,92,38.53%,38.53%,99.05%,100.00%,7.79,8.38%,9.27,672.72,118.00,6.86%,26.85%,64.13%,15,0.00,77.50
B08CHXZ7ZT,UNKNOWN,1.92,108.55,0,23.87%,439,240,57.44%,57.44%,63.45%,100.00%,2.01,(68.50)%,-79.79,491.66,298.00,13.13%,17.92%,0.00%,57,0.00,64.20
B079H9C6R5,Ching's Secret,1.30,107.46,0,22.47%,206,176,29.56%,29.56%,51.25%,100.00%,1.31,(67.07)%,-71.73,321.17,292.00,14.16%,16.07%,61.54%,82,0.00,63.30
B0CZLC4GSB,Ching's Secret,0.00,107.40,0,26.89%,364,353,61.54%,61.54%,86.05%,97.73%,3.98,(51.85)%,-57.93,251.73,75.00,18.70%,14.27%,0.00%,28,0.00,73.50
B06Y56TDWC,American Garden,5.25,106.56,0,28.06%,388,367,15.72%,15.72%,55.56%,100.00%,5.07,(10.63)%,-11.67,66.53,15.00,18.50%,12.60%,65.23%,21,0.00,100.00
B0FLJH5G4D,DIAMOND دايموند,0.00,106.45,0,22.74%,90,90,6.67%,6.67%,75.00%,100.00%,21.29,7.73%,8.33,111.08,6.00,11.15%,13.04%,0.00%,5,0.00,71.90
B07575JWZV,Ching's Secret,1.55,103.04,0,26.78%,357,261,15.03%,15.03%,87.45%,89.47%,1.64,(73.39)%,-78.21,292.88,226.00,13.47%,20.76%,0.00%,62,0.00,74.50
B006OHBYTY,American Garden,4.58,101.02,0,16.52%,466,407,28.17%,28.17%,100.00%,100.00%,3.89,(51.83)%,-47.35,646.74,168.00,18.50%,0.92%,60.27%,26,0.00,94.50
B00L28CR7S,American Garden,4.59,98.52,14.91,18.35%,516,460,25.24%,25.24%,98.63%,97.99%,3.94,(37.52)%,-38.48,546.65,142.00,18.50%,2.31%,72.24%,26,0.00,93.00
B083VKYQP7,American Garden,2.91,97.59,0,25.17%,240,231,17.23%,17.23%,109.52%,100.00%,2.87,(33.87)%,-34.35,60.77,24.00,18.50%,11.79%,0.00%,34,0.00,82.00
B06XFDSL4K,Chings,0.26,94.35,0,20.84%,354,323,24.64%,24.64%,56.17%,100.00%,1.28,(60.29)%,-58.34,448.76,408.00,14.09%,13.73%,67.61%,74,0.00,80.80
B075RYJS3F,Ching's,0.39,92.68,0,13.07%,359,323,3.63%,3.63%,91.95%,98.51%,0.38,(193.45)%,-159.36,261.89,795.00,13.44%,13.98%,100.00%,242,0.66,66.50
B08CHW751L,UNKNOWN,2.28,91.69,0,23.73%,191,183,6.35%,6.35%,66.67%,85.71%,2.29,(58.95)%,-50.70,91.22,48.00,13.32%,17.10%,54.55%,40,3.80,74.20
B01CEIFG4A,American Garden,3.23,87.48,0,25.80%,232,217,21.98%,21.98%,70.97%,100.00%,3.36,(28.37)%,-25.56,62.49,21.00,18.53%,11.56%,41.52%,26,0.00,90.00
B083VKYQTG,Al Rifai,11.98,86.73,0,22.64%,96,81,44.79%,44.79%,63.64%,100.00%,10.84,(2.40)%,-2.09,63.00,7.00,9.24%,16.98%,72.22%,8,0.00,77.50
B0DT62QDW5,TATA GLOBAL BEVeRAGES,1.89,85.85,21.95,32.37%,180,176,16.57%,16.57%,94.06%,100.00%,3.90,(24.54)%,-22.66,588.21,179.00,21.49%,15.79%,0.00%,22,0.00,63.50
B087GL22N1,Diamond,16.39,83.61,0,8.57%,133,131,31.58%,31.58%,87.50%,100.00%,13.93,(16.92)%,-14.45,111.47,8.00,8.57%,0.00%,74.60%,6,0.00,82.50
B0BX71DBTN,Ching's Secret,1.78,80.54,0,28.49%,482,396,26.56%,26.56%,31.16%,88.75%,2.60,(42.81)%,-33.95,197.27,97.00,13.00%,21.72%,38.30%,31,0.00,55.00
B083VKQWR6,Al Rifai,5.60,78.73,0,25.91%,73,71,49.32%,49.32%,66.67%,94.74%,5.25,(25.28)%,-20.65,75.71,18.00,9.16%,19.86%,0.00%,15,0.00,80.00
B07576C6TW,Chings Secret,1.55,78.47,0,19.38%,439,397,30.98%,30.98%,74.53%,60.98%,1.57,(74.90)%,-58.97,425.17,288.00,12.14%,16.49%,45.16%,50,0.00,73.00
B07NF87BQT,Al Rifai,3.14,75.71,0,29.21%,98,96,39.80%,39.80%,58.06%,100.00%,3.15,(34.30)%,-28.54,47.21,20.00,8.84%,25.18%,68.60%,25,0.00,74.20
B00B73QIF0,Foster Clarks,1.37,75.17,0,14.68%,951,379,12.41%,12.41%,49.36%,89.30%,1.47,(112.12)%,-83.25,964.31,717.00,8.56%,8.75%,31.86%,51,2.69,85.00
B0011CZ7JK,Frank's RedHot,5.43,74.61,0,18.40%,171,87,38.64%,38.64%,68.29%,100.00%,3.55,(39.27)%,-30.64,119.11,35.00,15.00%,4.21%,100.00%,21,0.00,96.70
B0DDCPPZK1,Ching's Secret,0.00,72.97,0,29.20%,141,92,34.29%,34.29%,96.45%,100.00%,1.38,(65.20)%,-53.63,438.31,387.00,15.12%,17.74%,25.00%,50,0.00,74.40
B08CHVBX48,UNKNOWN,1.94,72.87,0,19.56%,638,560,25.31%,25.31%,84.66%,95.65%,1.87,(76.75)%,-58.44,518.05,314.00,13.60%,11.69%,62.18%,39,0.00,61.70
B075733JWC,Chings,0.20,72.00,0,25.73%,339,327,17.86%,17.86%,57.29%,100.00%,1.38,(74.83)%,-55.57,109.99,100.00,11.22%,20.56%,0.00%,52,0.00,75.80
B0847W462N,Ching's Secret,1.84,69.98,0,22.57%,462,241,49.72%,49.72%,75.86%,83.82%,1.94,(75.97)%,-56.41,310.17,188.00,13.00%,15.13%,100.00%,35,0.00,0
B08WXTP6C1,Chings Secret,1.04,68.44,0,27.25%,416,371,28.43%,28.43%,86.51%,94.41%,1.14,(98.07)%,-70.23,331.20,334.00,12.65%,22.09%,0.00%,60,0.00,70.00
B08WXSNHL3,Ching's Secret,1.33,68.03,0,42.74%,94,91,49.46%,49.46%,66.15%,100.00%,1.89,(58.17)%,-40.55,43.04,38.00,14.93%,40.07%,0.00%,36,0.00,77.50
B07NF98DQL,Al Rifai,5.10,67.45,0,25.29%,186,168,19.89%,19.89%,100.00%,100.00%,4.82,(10.49)%,-7.23,509.83,133.00,7.43%,20.44%,43.36%,14,0.00,77.50
B076ZW73YZ,UNKNOWN,1.30,66.68,0,24.25%,350,258,45.06%,45.06%,69.48%,100.00%,1.28,(73.33)%,-51.39,444.36,404.00,13.98%,14.23%,99.58%,52,0.00,74.20
B0C66476XR,TATA,1.03,66.51,0,26.86%,170,156,36.47%,36.47%,47.37%,90.48%,1.45,(76.70)%,-52.97,55.92,48.00,13.84%,19.43%,0.00%,46,0.00,93.70
B07NF8C4JJ,Al Rifai,2.70,66.38,0,20.88%,156,154,41.67%,41.67%,91.30%,97.46%,2.46,(52.79)%,-37.48,249.48,123.00,8.09%,17.50%,60.13%,33,0.00,73.40
B07PKDJM35,American Garden,1.71,64.97,3.11,27.38%,137,133,13.14%,13.14%,122.22%,38.30%,1.67,(73.05)%,-54.74,37.30,26.00,18.50%,13.88%,59.65%,42,0.00,0
B07PBLLSTQ,American Garden,3.81,64.52,15.42,25.37%,297,131,30.00%,30.00%,105.88%,45.95%,3.58,(14.92)%,-9.71,327.77,117.00,18.50%,11.44%,35.29%,18,0.00,0
B07575J55Z,Ching's Secret,1.77,64.00,0,34.28%,87,74,33.72%,33.72%,62.79%,95.56%,1.73,(72.74)%,-49.53,65.40,44.00,29.17%,10.80%,0.00%,37,0.00,57.50
B07P83LFGN,Afia,4.80,63.98,0,15.54%,430,351,46.33%,46.33%,76.00%,98.04%,3.37,(59.73)%,-35.52,227.40,76.00,8.86%,11.14%,65.41%,19,2.99,75.00
B081YZ6N84,Ching's Secret,1.84,61.79,0,33.54%,237,176,56.22%,56.22%,66.94%,100.00%,1.93,(73.17)%,-46.16,432.83,263.00,22.95%,15.75%,100.00%,32,1.65,78.70
B01JRUYKOK,UNKNOWN,1.57,61.14,0,31.93%,257,192,33.98%,33.98%,100.00%,100.00%,1.80,(34.91)%,-21.10,69.98,54.00,13.00%,27.93%,0.00%,34,0.00,0
B0C663CW31,TATA,0.59,60.07,0,20.88%,138,130,49.26%,49.26%,74.31%,99.22%,1.37,(112.55)%,-72.81,339.46,292.00,13.09%,14.78%,60.34%,45,0.00,91.70
B07576B8PN,Ching's Secret,0.34,57.57,0,27.81%,253,239,25.40%,25.40%,70.00%,89.55%,0.42,(259.48)%,-178.47,51.72,157.00,14.35%,21.03%,0.00%,137,0.33,80.50
B083VK2HW1,Sultan,3.79,55.58,0,25.00%,204,191,59.31%,59.31%,100.00%,100.00%,3.71,(38.33)%,-20.96,330.10,113.00,8.00%,21.16%,0.00%,16,0.00,81.70
B083VKRRWR,American Garden,2.52,55.10,0,27.92%,200,187,1.00%,1.00%,100.00%,100.00%,2.50,(32.05)%,-18.11,47.50,22.00,18.50%,13.80%,0.00%,22,0.00,82.00
B083VKML6B,Al Rifai,8.99,54.98,0,9.35%,65,63,36.51%,36.51%,100.00%,75.00%,6.87,(29.78)%,-16.94,47.28,7.00,8.42%,1.71%,78.95%,8,0.00,73.40
B09H6KZYJ9,Ching's Secret,1.52,54.56,0,25.81%,1387,418,24.79%,24.79%,100.78%,92.74%,1.52,(113.42)%,-70.71,2301.92,1721.00,17.96%,11.93%,34.75%,40,0.00,78.40
B083VK8HZK,Tetley,3.27,53.55,14.48,15.52%,143,49,44.23%,44.23%,92.31%,100.00%,3.15,(43.81)%,-24.79,48.78,17.00,7.53%,8.91%,0.00%,17,0.00,100.00
B079GXSQC4,UNKNOWN,1.30,52.13,0,21.96%,251,187,57.20%,57.20%,80.05%,100.00%,1.27,(122.91)%,-69.37,381.67,347.00,14.57%,13.50%,100.00%,41,0.00,73.30
B07NF8RTS4,Al Rifai,6.88,48.61,0,30.40%,72,65,69.44%,69.44%,98.10%,100.00%,6.94,(58.52)%,-16.47,563.54,109.00,10.43%,25.54%,82.14%,16,0.00,79.20
B083VKKWRR,Diamond,10.74,47.36,0,16.98%,28,26,85.71%,85.71%,31.11%,100.00%,9.47,(19.15)%,-9.39,259.95,31.00,6.40%,11.47%,94.44%,5,0.00,82.50
B004XVFJVW,Frank's RedHot,8.57,46.10,0,48.10%,1454,1016,88.07%,88.07%,44.44%,100.00%,7.68,(15.77)%,-6.45,111.48,18.00,21.50%,33.88%,65.96%,6,0.00,0
B083VKVVJZ,Al Rifai,4.84,45.06,0,25.41%,37,33,43.24%,43.24%,83.33%,100.00%,4.51,(27.54)%,-12.87,32.69,9.00,8.14%,19.40%,0.00%,10,0.00,73.40
B0BF63SVGB,DIAMOND دايموند,6.20,43.33,0,15.07%,45,37,93.18%,93.18%,14.29%,100.00%,14.44,(15.66)%,-6.92,53.91,4.00,8.97%,6.70%,0.00%,3,0.00,72.50
B083VKNDBM,Foster Clarks,2.85,42.90,0,(50.96)%,343,286,57.70%,57.70%,88.24%,100.00%,1.95,(149.60)%,-56.38,192.59,60.00,14.41%,(64.61)%,77.82%,22,0.00,0
B0752S3199,Ching's Secret,1.38,42.61,0,18.34%,818,288,12.77%,12.77%,53.29%,91.01%,1.42,(112.92)%,-53.44,237.73,185.00,13.70%,9.53%,55.61%,32,0.00,0
B01JAXTYKO,Chings Secret,1.78,40.81,0,23.03%,479,20,73.85%,73.85%,82.31%,71.40%,1.51,(79.86)%,-34.80,892.33,505.00,13.00%,14.99%,91.84%,27,0.00,0
B087GKZR61,Diamond,20.63,40.67,0,20.69%,42,40,10.00%,10.00%,0.00%,100.00%,20.34,7.85%,3.49,0.00,0.00,8.00%,13.79%,0.00%,2,0,72.50
B07N1PGTRF,Foster Clarks,1.83,38.94,0,20.80%,934,777,63.50%,63.50%,12.02%,100.00%,1.56,(77.60)%,-33.80,35.60,25.00,14.95%,8.59%,93.15%,42,0.00,75.00
B01ITA6H36,TETLEY,0.00,38.81,0,24.62%,26,26,57.69%,57.69%,73.68%,100.00%,6.47,(10.19)%,-4.20,34.84,6.00,16.03%,10.23%,0.00%,6,0.00,61.00
B01GFPSX0W,UNKNOWN,8.08,37.32,0,18.87%,390,135,64.19%,64.19%,60.66%,100.00%,6.22,(28.71)%,-10.88,67.52,11.00,21.90%,(0.67)%,0.00%,6,0.00,98.30
B008VSX352,Ken's,8.03,36.91,0,27.51%,451,222,18.94%,18.94%,100.00%,100.00%,5.27,(18.05)%,-7.21,78.41,16.00,22.00%,7.07%,0.00%,7,0.00,78.50
B00Y09JRZQ,Ching's Secret,1.30,33.67,0,25.34%,158,74,50.66%,50.66%,0.00%,0.00%,1.35,(62.64)%,-21.54,26.40,24.00,13.00%,18.34%,50.00%,25,0.00,0
B0B4P7KK2N,KANAN DEVAN,0.00,33.66,0,8.33%,149,53,50.62%,50.62%,100.00%,100.00%,8.42,(25.42)%,-8.82,35.47,4.00,13.00%,(5.37)%,0.00%,4,0.00,0
B083VKYVD8,Diamond,23.94,32.44,0,(13.26)%,43,39,32.56%,32.56%,0.00%,100.00%,16.22,(31.71)%,-10.41,81.40,4.00,9.74%,(25.48)%,67.65%,2,0.00,76.60
B005UGW5R0,American Garden,3.42,31.12,0,20.59%,1425,467,30.35%,30.35%,64.49%,53.73%,3.11,(31.06)%,-11.05,490.25,171.00,16.88%,5.68%,75.70%,11,0.00,91.50
B083VK35V2,Diamond,3.60,30.80,0,17.56%,167,122,66.46%,66.46%,9.52%,94.38%,3.42,(87.27)%,-22.17,38.68,13.00,7.11%,13.05%,75.76%,10,0.00,75.90
B0D8J4DGVC,Generic,0.00,29.84,0,12.07%,167,153,22.75%,22.75%,96.19%,89.74%,1.86,(70.86)%,-21.10,258.17,156.00,8.42%,11.37%,41.28%,16,0.00,71.60
B07PCMG31N,American Garden,1.14,29.63,5.20,32.08%,345,320,0.00%,0.00%,0.00%,0.00%,2.12,(32.06)%,-9.91,0.00,0.00,18.50%,18.06%,26.17%,14,0,82.00
B00F8ETXQ0,Dilmah,4.42,28.49,0,36.12%,74,32,60.00%,60.00%,0.00%,16.67%,4.75,(0.64)%,-0.19,22.46,6.00,24.00%,21.17%,0.00%,6,0.00,0
B07576775Y,Ching's Secret,0.34,28.40,0,31.31%,220,205,23.18%,23.18%,62.04%,97.30%,0.44,(476.64)%,-110.65,22.40,68.00,15.04%,25.75%,100.00%,64,1.65,75.50
B01M4IDUTR,UNKNOWN,1.04,28.39,0,31.71%,217,212,50.23%,50.23%,71.60%,100.00%,1.14,(85.32)%,-25.81,306.02,348.00,14.35%,22.57%,60.00%,25,0.00,61.50
B07NF7KMMK,Al Rifai,4.12,25.73,0,21.66%,243,215,23.87%,23.87%,98.94%,96.91%,3.68,(41.57)%,-11.21,333.32,110.00,7.35%,17.56%,64.84%,7,0.00,77.50
B075S49GM4,UNKNOWN,0.39,24.53,0,21.07%,173,87,44.00%,44.00%,100.00%,100.00%,0.39,(250.78)%,-50.66,32.94,100.00,13.00%,15.38%,0.00%,63,0.33,0
B07P8BSC97,American Garden,0.58,23.74,0,52.12%,86,80,0.00%,0.00%,100.00%,100.00%,4.75,18.50%,4.30,12.66,5.00,18.50%,46.67%,32.43%,5,0.00,85.80
B0756YP6QH,Ching's Secret,1.37,23.23,0,16.38%,64,52,62.90%,62.90%,17.39%,60.53%,1.37,(81.49)%,-19.38,4.53,4.00,17.74%,6.26%,0.00%,17,0.00,80.70
B07NF7T22C,Al Rifai,5.09,22.67,0,20.47%,69,69,21.74%,21.74%,60.00%,100.00%,4.53,(8.35)%,-1.90,15.31,4.00,9.28%,15.58%,54.10%,5,0.00,77.50
B0FLDCQ5VK,DIAMOND دايموند,0.00,22.47,0,19.35%,50,50,60.00%,60.00%,37.50%,100.00%,5.62,(24.19)%,-6.17,20.42,4.00,11.27%,9.11%,0.00%,4,0.00,64.90
B077ZCB3T7,Tetley,9.67,19.04,0,20.59%,19,13,100.00%,100.00%,0.00%,100.00%,9.52,(28.08)%,-6.02,16.43,2.00,8.00%,13.69%,0.00%,3,0.00,82.00
B083VKM94Q,Diamond,10.07,15.54,0,(5.77)%,27,27,51.85%,51.85%,100.00%,93.75%,7.77,(50.04)%,-8.17,864.80,101.00,4.00%,(10.18)%,66.67%,2,0.00,77.50
B08C1CPPHB,Shams,11.20,15.21,6.01,40.53%,193,142,25.58%,25.58%,0.00%,81.36%,7.60,15.34%,2.38,0.00,0.00,8.00%,35.36%,0.00%,2,0.00,0
B083VKCZ15,Afia,8.04,14.39,0,3.18%,2835,29,0.00%,0.00%,0.00%,0.00%,7.20,(39.42)%,-6.03,829.07,119.00,0.00%,3.18%,42.86%,2,0.00,92.50
B0BF64NX4G,DIAMOND دايموند,0.00,14.39,0,21.25%,51,51,3.92%,3.92%,0.00%,100.00%,14.39,3.57%,0.52,13.48,1.00,15.92%,6.34%,56.82%,1,0.00,72.50
B083VKVVDL,Diamond,3.50,14.00,0,20.56%,55,50,41.82%,41.82%,76.47%,98.08%,3.50,(60.60)%,-9.12,312.45,105.00,8.00%,15.01%,86.67%,4,0.00,62.50
B0CS35YCYH,DIAMOND دايموند,0.00,13.77,0,9.60%,109,81,67.62%,67.62%,70.31%,53.78%,4.59,(61.52)%,-8.96,274.86,61.00,8.00%,1.74%,51.06%,3,0.00,84.20
B07NF7X3PH,UNKNOWN,2.60,13.47,0,31.03%,53,52,39.62%,39.62%,75.00%,100.00%,3.37,(33.48)%,-4.66,9.45,4.00,6.87%,29.83%,69.57%,4,0.00,71.70
B083VKCGYM,Foster Clarks,2.85,13.13,0,14.95%,150,103,58.67%,58.67%,25.00%,100.00%,3.28,(48.57)%,-7.00,19.26,6.00,13.00%,2.24%,65.43%,6,0.00,0
B08C18B1L1,AFIA,9.25,12.42,0,11.27%,2142,56,0.00%,0.00%,0.00%,0.00%,6.21,(50.59)%,-6.70,10056.48,1825.00,0.00%,11.27%,51.47%,2,0.00,0
B083VKZP1Z,Diamond,3.50,10.92,0,(0.26)%,70,63,22.86%,22.86%,100.00%,100.00%,2.73,(97.08)%,-11.93,11.90,4.00,8.00%,(8.98)%,51.02%,4,0.00,75.90
B083VKDQ3T,Diamond,3.50,10.25,0,19.90%,57,51,21.05%,21.05%,100.00%,100.00%,3.42,(27.94)%,-2.97,473.14,159.00,8.00%,12.93%,61.54%,3,0.00,77.50
B0BF7B1H1G,DIAMOND دايموند,0.00,10.01,0,2.66%,118,94,64.41%,64.41%,74.48%,86.10%,1.43,(86.62)%,-9.91,352.82,231.00,8.86%,(6.80)%,0.00%,17,0.00,85.80
B0095DQJ30,Foster Clarks,0.74,9.80,0,19.29%,294,208,97.29%,97.29%,23.26%,73.93%,0.82,(44.30)%,-5.14,87.38,118.00,10.98%,9.33%,98.33%,12,0.00,75.00
B002DPXWBE,UNKNOWN,0.39,9.49,0,29.85%,51,47,37.50%,37.50%,0.00%,0.00%,0.40,(230.08)%,-25.62,32.28,98.00,16.15%,16.65%,0.00%,31,0.00,66.50
B083VKNDCY,Sultan,1.92,9.41,0,23.75%,228,173,32.02%,32.02%,100.00%,100.00%,1.88,(147.39)%,-13.65,163.80,105.00,8.00%,17.12%,0.00%,5,0.00,81.70
B083VKBHXM,Diamond,3.76,9.39,0,22.03%,52,52,25.00%,25.00%,95.24%,100.00%,3.13,(65.88)%,-6.98,324.06,109.00,17.38%,4.96%,68.18%,3,0.00,75.90
B083VKBHX2,Diamond,10.31,9.20,0,7.41%,31,31,51.61%,51.61%,61.54%,100.00%,9.20,(13.66)%,-1.21,859.12,98.00,8.00%,4.76%,65.52%,1,0.00,77.50
B07576C7T7,UNKNOWN,1.30,8.98,0,23.71%,26,25,92.00%,92.00%,100.00%,100.00%,1.28,(65.99)%,-6.04,52.80,48.00,16.12%,14.23%,100.00%,7,0.00,64.10
B083VL3P7G,Diamond,9.73,8.56,0,11.07%,28,27,16.00%,16.00%,100.00%,100.00%,8.56,(24.95)%,-2.35,843.65,102.00,8.00%,3.34%,35.29%,1,0.00,84.20
B0FLDF6S1B,DIAMOND دايموند,0.00,8.09,0,19.01%,14,14,21.43%,21.43%,0.00%,0.00%,8.09,(7.63)%,-0.64,7.35,1.00,10.91%,9.09%,0.00%,1,0.00,64.90
B088FBXKL8,Ching's,2.40,8.02,0,31.95%,130,118,46.92%,46.92%,87.98%,99.05%,2.67,(34.90)%,-3.00,496.65,244.00,19.00%,15.99%,0.00%,3,0.00,57.50
B076QXVN8H,Afia,5.58,7.50,0,9.48%,292,1,0.00%,0.00%,0.00%,0.00%,3.75,(28.90)%,-2.21,1942.34,556.00,5.92%,3.78%,17.39%,2,0.00,0
B083VKYQNB,American Garden,2.18,6.48,0,25.45%,138,127,10.53%,10.53%,100.00%,100.00%,2.16,(99.26)%,-7.56,5.93,3.00,18.50%,8.53%,13.71%,3,0.00,0
B083VKCLB2,Diamond,3.50,6.36,0,13.94%,36,36,27.78%,27.78%,100.00%,100.00%,3.18,(56.21)%,-3.83,485.04,163.00,8.00%,6.46%,74.19%,2,0.00,72.50
B083VL3P6Z,Diamond,2.28,6.34,0,18.57%,32,31,56.25%,56.25%,80.00%,100.00%,2.11,(105.60)%,-8.11,186.35,96.00,11.33%,8.16%,79.31%,3,0.00,80.90
B07NF7H7DL,Foster Clark's,1.05,6.15,0,(35.66)%,230,96,28.57%,28.57%,73.78%,98.50%,1.23,(152.21)%,-15.41,1498.18,889.00,0.00%,(36.95)%,84.09%,5,0.00,0
B084PTC895,Diamond,6.08,6.08,0,21.80%,31,30,61.29%,61.29%,25.00%,100.00%,6.08,(19.52)%,-1.24,10.33,2.00,8.00%,15.00%,54.55%,0,0.00,78.40
B083VK9HYK,Diamond,3.50,5.28,0,(8.61)%,28,28,23.08%,23.08%,0.00%,100.00%,2.64,(91.18)%,-4.87,342.21,115.00,8.00%,(12.62)%,0.00%,2,0.00,75.90
B083VKND7S,TATA,2.40,4.80,0,0.45%,177,126,21.71%,21.71%,100.00%,100.00%,2.40,(33.91)%,-1.48,534.16,218.00,13.00%,(2.04)%,88.89%,2,0.00,100.00
B0095DQDH2,Foster Clarks,0.52,4.36,0,(14.91)%,635,41,15.63%,15.63%,100.00%,62.50%,0.62,(327.18)%,-14.93,240.50,339.00,0.00%,(14.91)%,87.05%,7,0.00,0
B0BF66Z4RT,DIAMOND دايموند,0.00,3.77,0,11.89%,56,52,48.15%,48.15%,39.90%,76.60%,1.89,(59.58)%,-3.43,300.16,175.00,3.08%,9.09%,0.00%,2,0.00,80.80
B083VJY5P9,Foster Clarks,2.85,3.31,0,17.00%,295,248,69.42%,69.42%,75.68%,88.62%,3.31,(76.65)%,-2.49,479.45,111.00,16.48%,2.88%,93.41%,1,0.00,76.90
B00L2ZKUVG,American Garden,1.21,2.56,0,33.21%,56,45,51.06%,51.06%,100.00%,100.00%,1.28,(78.09)%,-2.11,2.10,2.00,18.50%,18.05%,69.77%,3,0.00,95.00
B088FCK2WJ,Ching's,2.53,2.55,0,26.85%,190,182,23.40%,23.40%,93.42%,55.88%,2.55,(42.02)%,-1.12,199.26,93.00,13.00%,15.92%,75.00%,1,0.00,57.50
B00L2ZKKHU,American Garden,2.55,2.55,0,14.49%,77,24,87.10%,87.10%,116.81%,98.35%,2.55,(66.80)%,-1.90,495.78,161.00,18.50%,(4.92)%,86.96%,3,0.00,98.30
B0FHHJ5CYL,Foster Clark's,0.00,2.53,0,9.52%,11,11,81.82%,81.82%,50.00%,100.00%,2.53,(90.82)%,-2.76,0.00,0.00,2.93%,6.78%,0.00%,1,0.00,66.90
B00D76WARU,Foster Clarks,1.77,2.43,0,(65.77)%,1045,159,0.00%,0.00%,0.00%,0.00%,0.81,(171.59)%,-4.29,163.66,125.00,0.00%,(65.77)%,29.41%,3,0.00,0
