ASIN,Brand Name,List Price($)(T12M ),Product GMS($)(T12M ),Deal GMS($)(T12M ),Net PPM(T12M )(%),GV(T12M ),Amzn GV(T12M ),SoROOS(%)(T12M )(%),Daily SoRoos%(T12M )(%),Fill Rate - Sourceable(T12M )(%),Vendor Confirmation Rate - Sourceable(T12M )(%),ASP(T12M ),CM(T12M )(%),CP($)(T12M ),Net Receipts($)(T12M ),Net Receipts (Units)(T12M ),CCOGS As A % Of PCOGS(T12M )(%),PPM(T12M )(%),External Box Price Competitiveness (% Of GV)(T12M )(%),Net Ordered Units(T12M ),Customer Returns($)(T12M ),IDQ Score(T12M )
B00L28CX1I,American Garden,5.01,675.20,40.76,19.53%,1516,1448,1.72%,1.72%,93.90%,100.00%,4.47,(17.23)%,-115.99,1164.97,275.00,18.53%,5.26%,32.34%,151,0.00,96.00
B083VKZNZQ,American Garden,1.69,667.01,30.00,13.61%,2249,2219,0.09%,0.09%,100.00%,87.50%,1.63,(44.67)%,-295.56,631.45,384.00,18.41%,(1.08)%,40.11%,410,1.64,0
B0735DQN34,Ching's Secret,2.44,664.11,0,28.97%,760,676,55.07%,55.07%,28.04%,99.63%,2.41,(68.02)%,-469.90,644.21,339.00,14.63%,21.02%,0.00%,277,3.80,96.70
B00L2ZLJQG,American Garden,1.47,662.73,0,25.01%,1639,1604,1.04%,1.04%,94.91%,100.00%,1.37,(34.52)%,-223.94,513.97,432.00,18.42%,13.47%,22.22%,482,7.14,95.00
B09CWX9NDP,UNKNOWN,2.30,656.38,27.92,47.96%,845,811,14.01%,14.01%,155.56%,100.00%,3.37,(10.48)%,-69.29,1400.54,737.00,13.52%,43.54%,100.00%,195,5.70,69.10
B07NF7G74H,Al Arabi,6.74,656.13,0,16.19%,427,404,19.86%,19.86%,88.34%,98.19%,5.01,(19.68)%,-132.66,692.21,154.00,8.83%,10.26%,33.62%,128,0.00,84.20
B01LYT8NCG,Foster Clarks,1.15,651.75,0,13.64%,2496,1852,21.07%,21.07%,45.81%,100.00%,1.18,(124.50)%,-904.77,913.87,835.00,10.13%,7.64%,41.23%,560,1.09,93.20
B07PFYFQPJ,American Garden,1.92,651.60,5.64,22.42%,3603,3364,4.19%,4.19%,98.24%,100.00%,1.99,(30.19)%,-199.38,2183.77,1208.00,18.46%,9.28%,23.28%,327,0.00,98.30
B07HFFC729,American Garden,4.96,633.40,37.35,22.86%,928,897,11.75%,11.75%,74.38%,88.89%,4.62,(13.75)%,-84.14,533.51,127.00,18.50%,9.14%,89.36%,137,8.40,95.80
B07N1QW1L4,Splenda,3.21,631.92,10.48,26.06%,656,630,14.50%,14.50%,73.58%,94.08%,4.82,(13.88)%,-89.30,458.56,121.00,8.29%,21.44%,0.00%,131,0.00,97.00
B083VL3R3L,Tetley,6.08,622.47,0,(15.63)%,451,360,6.38%,6.38%,96.22%,100.00%,4.12,(65.15)%,-404.35,971.53,183.00,10.49%,(28.78)%,71.23%,152,15.93,98.50
B083VKPXST,Al Rifai,11.89,611.34,0,2.68%,1476,1176,21.40%,21.40%,89.86%,87.15%,8.37,(24.30)%,-145.97,1676.38,192.00,8.57%,(4.26)%,90.55%,74,0.00,72.50
B004GP00PU,American Garden,3.53,607.82,22.01,26.51%,2399,2238,10.68%,10.68%,92.17%,100.00%,3.87,(25.64)%,-157.55,2464.65,736.00,18.53%,13.50%,42.99%,157,6.70,90.00
B00RUCFLR8,Foster Clarks,0.75,605.63,0,15.00%,4057,2140,27.74%,27.74%,46.60%,94.03%,0.64,(144.07)%,-1005.78,1485.03,2446.00,10.32%,5.77%,57.35%,945,1.21,89.40
B083VK1X8N,TATA,5.02,600.00,0,23.42%,820,740,14.29%,14.29%,79.13%,99.69%,5.26,(12.05)%,-71.74,1366.51,301.00,13.02%,13.68%,58.31%,113,0.00,100.00
B083VK2HWC,Al Rifai,6.28,597.58,133.39,29.36%,805,770,16.89%,16.89%,89.09%,82.62%,5.80,(0.46)%,-2.79,1652.30,350.00,17.03%,18.63%,58.17%,106,0.00,73.40
B083VKDMJ8,American Garden,2.91,593.07,2.12,28.84%,528,508,19.35%,19.35%,88.84%,99.56%,2.85,(35.88)%,-213.42,436.64,180.00,18.50%,14.92%,0.00%,210,4.85,78.70
B083VK2HQM,TATA,4.23,588.63,103.76,5.94%,887,718,25.40%,25.40%,90.76%,100.00%,3.63,(50.80)%,-287.64,2361.97,554.00,22.07%,(17.34)%,100.00%,163,21.32,100.00
B07576C6TY,Chings Secret,2.44,562.60,0,19.80%,1908,1342,18.50%,18.50%,100.20%,97.33%,2.23,(61.01)%,-349.67,2111.44,972.00,13.76%,11.34%,54.40%,254,1.98,74.20
B07FYM8FB2,Dilmah,2.57,559.00,102.95,38.43%,675,653,11.11%,11.11%,91.67%,100.00%,2.85,(16.08)%,-89.68,497.67,210.00,28.60%,17.96%,0.00%,196,2.18,76.00
B07NF7VR7Y,American Garden,4.27,558.45,3.36,19.29%,963,751,28.47%,28.47%,107.72%,100.00%,3.85,(63.22)%,-291.62,1956.89,536.00,18.53%,5.20%,59.78%,149,10.95,89.40
B091VPXTQJ,American Garden,4.29,547.49,52.79,18.59%,1017,864,9.88%,9.88%,95.65%,89.44%,4.35,(36.34)%,-201.11,1277.06,304.00,19.01%,3.32%,56.72%,126,0.00,0
B07NF78ZBY,Tetley,5.34,544.13,0,10.46%,367,211,26.05%,26.05%,85.23%,100.00%,8.78,(26.30)%,-138.90,1107.47,127.00,9.71%,0.64%,51.97%,62,8.72,90.00
B083VL85MX,TATA,18.59,539.40,0,21.46%,256,198,12.03%,12.03%,96.15%,86.67%,16.86,2.04%,10.92,491.71,33.00,14.01%,11.60%,0.00%,34,0.00,100.00
B083VKDMN1,TATA,18.89,537.15,0,(4.53)%,305,273,47.46%,47.46%,80.95%,95.45%,12.21,(32.45)%,-174.64,819.52,55.00,14.99%,(22.05)%,0.00%,45,0.00,100.00
B07P8BSM8D,American Garden,4.58,516.25,32.91,18.87%,866,780,8.90%,8.90%,92.34%,84.83%,3.94,(27.12)%,-139.49,964.08,255.00,20.35%,2.81%,55.70%,131,3.85,97.00
B083VK72KB,TATA,10.11,513.66,0,(5.66)%,219,194,24.19%,24.19%,94.87%,98.73%,6.94,(42.13)%,-210.63,646.20,78.00,13.72%,(19.35)%,71.76%,74,8.28,100.00
B083VK9J3B,Al Rifai,2.37,512.29,59.87,24.05%,151,142,21.19%,21.19%,70.25%,96.88%,2.15,(29.51)%,-135.23,372.70,209.00,13.78%,17.15%,77.36%,245,8.92,70.90
B07MTXFYBT,American Garden,3.74,502.07,25.53,27.19%,670,607,14.22%,14.22%,83.29%,91.70%,3.54,(18.91)%,-91.39,1055.85,360.00,18.24%,14.90%,59.12%,142,3.02,98.50
B083VKRTVV,TATA,5.68,497.26,0,24.90%,316,257,18.65%,18.65%,65.25%,100.00%,5.65,(20.67)%,-88.39,530.07,113.00,13.70%,16.99%,0.00%,88,9.38,93.50
B07NF85QWR,Al Rifai,9.40,496.51,0,(4.08)%,1411,1164,24.77%,24.77%,100.00%,78.97%,6.13,(38.89)%,-195.54,1397.79,198.00,11.29%,(15.17)%,86.02%,85,0.00,77.50
B07NF7LF35,American Garden,2.10,486.95,0,21.91%,2142,2004,11.96%,11.96%,84.62%,100.00%,2.19,(32.85)%,-158.16,1550.07,781.00,18.51%,9.52%,30.50%,227,1.98,93.00
B083VKVWG6,Al Rifai,8.02,480.94,32.76,18.87%,249,222,12.05%,12.05%,69.66%,98.89%,7.07,(4.36)%,-20.38,373.55,62.00,9.13%,14.81%,0.00%,68,0.00,75.00
B00CABG8WG,American Garden,2.85,476.23,11.32,24.77%,905,852,8.96%,8.96%,84.62%,92.86%,2.74,(31.35)%,-152.24,349.37,145.00,18.39%,11.97%,0.00%,180,0.00,0
B07NF825YZ,Al Rifai,6.87,473.88,12.44,27.24%,167,161,12.14%,12.14%,92.66%,94.78%,6.77,3.10%,14.72,888.79,172.00,8.22%,23.67%,75.00%,70,0.00,79.20
B083VKML59,American Garden,1.65,458.77,1.18,19.40%,579,562,3.28%,3.28%,100.00%,93.55%,1.54,(51.40)%,-237.88,428.80,300.00,18.44%,7.47%,33.21%,297,0.00,81.90
B00L305VAU,American Garden,1.21,451.91,0,27.10%,488,453,9.22%,9.22%,100.00%,100.00%,1.20,(40.79)%,-184.21,332.98,336.00,18.45%,17.11%,42.09%,378,0.00,85.00
B01JAY1OWY,Chings Secret,1.33,449.94,0,34.33%,1155,1070,28.56%,28.56%,73.69%,76.03%,1.59,(86.09)%,-407.04,4131.08,2330.00,14.57%,27.82%,82.22%,285,2.27,64.10
B08296B566,Ching's Secret,1.84,447.09,0,23.51%,857,743,23.68%,23.68%,73.53%,100.00%,1.94,(63.01)%,-291.77,532.90,323.00,13.61%,15.13%,100.00%,229,4.95,78.70
B00L28CV3S,American Garden,4.56,445.41,14.31,16.29%,5737,5619,3.43%,3.43%,98.43%,100.00%,3.87,(24.21)%,-108.09,962.41,250.00,18.50%,0.61%,15.20%,115,3.85,93.00
B0711KYX2S,Lotte,0.00,443.34,0,16.54%,319,305,66.77%,66.77%,31.25%,96.97%,7.39,(13.93)%,-60.03,404.30,60.00,10.43%,8.81%,0.00%,69,0.00,75.90
B0CYT6SRXZ,TATA,1.64,435.98,56.53,25.59%,1246,1223,10.66%,10.66%,79.25%,100.00%,5.19,(20.43)%,-87.42,921.31,203.00,17.53%,12.56%,0.00%,84,0.00,87.50
B00L2ZKAE8,American Garden,2.24,432.61,5.71,14.47%,450,361,19.67%,19.67%,90.59%,94.44%,1.85,(70.93)%,-323.76,462.44,243.00,18.54%,(2.94)%,51.84%,232,1.90,0
B07NF8WZRC,Lotte,0.45,420.30,0,21.27%,1960,1774,13.88%,13.88%,34.51%,98.16%,0.51,(138.23)%,-621.56,298.52,746.00,8.45%,20.67%,42.62%,839,2.41,62.50
B009B1L17K,Al Osra,1.61,414.26,27.79,7.14%,1445,1016,2.29%,2.29%,69.14%,78.20%,1.39,(87.56)%,-377.72,1975.90,1440.00,9.40%,0.96%,32.66%,301,0.00,92.90
B07MTQB5Q7,American Garden,4.57,410.18,9.77,22.97%,962,835,20.10%,20.10%,89.02%,100.00%,4.88,(19.98)%,-82.58,1015.62,229.00,18.51%,9.18%,73.38%,84,0.00,100.00
B00L2ZKWCI,American Garden,1.94,406.50,16.23,22.16%,1393,965,14.62%,14.62%,93.65%,83.11%,2.67,(52.84)%,-232.25,2119.18,862.00,18.50%,8.07%,70.83%,151,0.00,98.30
B083VKND7T,TATA,10.07,405.56,0,22.47%,170,156,0.00%,0.00%,100.00%,100.00%,9.89,(4.73)%,-19.20,266.02,30.00,13.75%,10.36%,0.00%,41,8.87,100.00
B07HFCZMBW,American Garden,2.48,397.18,0,20.95%,845,803,8.67%,8.67%,90.67%,86.21%,5.44,(17.50)%,-68.02,258.81,51.00,18.27%,6.73%,35.78%,75,5.07,90.00
B083VK2HW5,Al Rifai,3.46,396.26,61.51,23.38%,511,471,4.70%,4.70%,59.43%,95.11%,3.12,(19.16)%,-75.12,275.60,106.00,13.44%,16.67%,0.00%,133,0.00,75.90
B083VKVVK9,Al Rifai,6.52,392.47,0,26.31%,216,211,18.52%,18.52%,96.43%,99.29%,6.33,(1.51)%,-5.95,729.78,149.00,8.28%,22.63%,75.31%,62,0.00,65.00
B00A0BDB4G,American Garden,1.70,392.35,10.06,26.42%,291,268,11.34%,11.34%,94.92%,77.25%,2.35,(27.97)%,-103.69,334.63,167.00,18.50%,14.71%,30.27%,167,10.02,82.00
B07531B6QM,Ching's Secret,1.54,377.26,0,19.76%,452,425,40.94%,40.94%,46.95%,98.12%,1.50,(205.11)%,-496.84,345.67,269.00,12.52%,14.16%,53.35%,262,16.71,84.20
B07RN74QSC,American Garden,4.07,374.89,0,20.04%,973,855,11.24%,11.24%,98.42%,93.86%,3.38,(33.33)%,-118.20,1547.12,502.00,18.60%,7.66%,51.82%,111,0.00,98.30
B07GST9J7L,Dilmah,1.72,372.80,133.41,32.26%,522,415,19.05%,19.05%,95.90%,89.04%,1.65,(45.12)%,-175.63,314.91,189.00,36.19%,(1.01)%,100.00%,222,3.33,0
B083VKDQ5R,American Garden,3.16,362.91,11.51,26.76%,262,247,8.78%,8.78%,87.41%,100.00%,3.16,(14.55)%,-51.48,284.55,106.00,18.53%,14.93%,0.00%,115,0.00,98.30
B01DM7RVUY,American Garden,4.36,358.08,3.94,23.15%,687,647,2.62%,2.62%,78.57%,100.00%,4.07,(21.61)%,-75.42,245.63,66.00,18.52%,8.54%,99.13%,88,3.72,97.00
B07J3WYR89,Dilmah,2.76,346.27,14.80,26.45%,458,364,31.88%,31.88%,68.75%,96.97%,2.36,(32.56)%,-114.21,370.74,162.00,26.22%,4.09%,0.00%,149,5.10,71.00
B0CYT9BCRH,TATA,1.47,342.25,0,24.32%,2052,2016,10.54%,10.54%,93.64%,100.00%,2.88,(29.58)%,-104.22,1063.50,435.00,13.48%,14.99%,0.00%,117,0.00,86.00
B083VK72NG,American Garden,4.20,341.94,0,15.19%,700,622,7.99%,7.99%,95.69%,88.08%,3.20,(35.47)%,-118.33,995.56,322.00,18.33%,1.57%,59.09%,108,0.00,98.30
B00XW5AV18,Ching's Secret,1.37,336.28,0,19.15%,1184,975,5.52%,5.52%,72.28%,100.00%,1.27,(91.34)%,-329.56,345.43,305.00,12.45%,11.09%,82.28%,265,2.27,83.00
B079H3CX14,Ching's Secret,1.37,325.04,0,19.25%,1279,1099,9.00%,9.00%,87.63%,94.54%,1.27,(90.70)%,-320.14,962.69,850.00,13.43%,11.10%,52.61%,255,0.00,89.20
B01M4LJ19V,Splenda,4.23,318.87,0,21.22%,814,617,75.98%,75.98%,9.93%,91.34%,4.09,(25.52)%,-83.39,395.01,110.00,13.00%,12.16%,100.00%,93,0.00,0
B07NF86HPC,American Garden,1.42,315.22,1.86,43.77%,348,323,6.90%,6.90%,82.61%,85.19%,2.77,(4.87)%,-15.72,162.94,90.00,18.50%,34.52%,41.46%,114,0.00,73.00
B07PCMFZ1L,American Garden,3.69,312.73,8.05,18.68%,680,615,11.91%,11.91%,88.32%,100.00%,3.26,(34.74)%,-110.22,927.84,300.00,18.31%,5.06%,47.33%,104,0.00,90.00
B00L2ZLC86,American Garden,2.96,310.40,0,28.03%,358,296,13.80%,13.80%,92.31%,51.12%,2.87,(29.58)%,-97.71,224.21,91.00,18.33%,14.27%,0.00%,108,0.00,0
B083VKKHVC,Tata Global Beverages,2.93,306.26,0,23.94%,770,630,12.92%,12.92%,97.05%,98.45%,2.86,(42.06)%,-130.73,1228.67,502.00,13.18%,14.49%,45.93%,107,0.00,98.50
B07RVJGVNR,American Garden,3.98,302.92,5.55,15.57%,1277,1146,4.23%,4.23%,92.97%,85.40%,3.22,(39.77)%,-118.41,1436.62,466.00,18.83%,3.91%,23.39%,94,0.00,98.30
B0BZVMBMJZ,Chings Secret,0.00,296.39,0,19.27%,863,717,21.86%,21.86%,31.09%,76.11%,1.64,(104.94)%,-313.40,691.18,428.00,18.13%,7.37%,60.13%,197,2.96,80.90
B00L305TGG,American Garden,1.32,294.57,0,25.89%,602,547,3.54%,3.54%,67.25%,42.64%,1.30,(54.67)%,-164.59,269.47,242.00,18.50%,14.19%,32.00%,227,0.00,95.00
B07P76HLLL,American Garden,6.42,287.35,46.96,11.58%,470,434,0.44%,0.44%,66.67%,100.00%,5.13,(43.76)%,-127.90,131.33,24.00,18.53%,(6.65)%,45.48%,56,0.00,97.00
B0DDCMJ6TT,Chings,0.00,286.64,0,30.42%,338,327,17.46%,17.46%,88.31%,99.09%,2.56,(50.78)%,-144.13,604.87,309.00,13.58%,23.51%,33.33%,112,1.96,58.40
B079H7X84W,Ching's Secret,0.00,279.97,0,9.14%,1730,516,4.94%,4.94%,72.86%,99.93%,1.01,(84.14)%,-254.73,1128.49,1090.00,14.57%,(2.73)%,48.84%,278,0.00,76.50
B0B4P6HYVX,KANNAN DEVAN,0.10,275.72,0,(6.49)%,928,805,14.53%,14.53%,89.60%,94.34%,2.06,(91.55)%,-259.46,1043.82,426.00,13.03%,(19.08)%,77.86%,134,2.45,72.50
B07NF8729H,American Garden,1.85,273.67,0,17.76%,2537,2346,14.74%,14.74%,89.32%,100.00%,1.95,(67.85)%,-191.22,1677.54,893.00,18.01%,4.07%,19.33%,143,0.00,90.00
B0C662Q2PL,TATA,0.31,273.56,0,19.15%,443,362,31.91%,31.91%,51.61%,98.35%,1.21,(119.43)%,-345.66,467.49,446.00,13.11%,13.02%,84.30%,227,2.10,86.70
B083VKYVD9,TATA,2.41,271.55,0,17.55%,455,333,16.92%,16.92%,94.27%,100.00%,2.38,(48.87)%,-140.23,1387.44,623.00,12.94%,6.51%,0.00%,114,0.00,100.00
B07G8CWVGD,American Garden,5.59,271.51,12.74,16.91%,466,437,0.22%,0.22%,100.00%,100.00%,5.03,(21.16)%,-56.49,180.43,38.00,16.14%,5.57%,37.36%,54,4.75,97.00
B072J1DBM2,Dilmah,2.33,267.49,13.25,29.51%,376,359,39.04%,39.04%,24.04%,75.06%,2.35,(50.35)%,-142.84,264.28,121.00,25.64%,7.04%,0.00%,112,2.18,0
B0CYT7YKYH,TETLEY,3.67,267.46,0,24.37%,150,150,8.00%,8.00%,100.00%,97.22%,7.43,(9.30)%,-25.03,224.02,35.00,13.46%,13.85%,0.00%,36,0.00,86.00
B00L305X8K,American Garden,1.19,265.68,12.42,25.11%,462,403,2.81%,2.81%,100.69%,100.00%,1.16,(47.89)%,-127.33,779.47,778.00,18.50%,13.64%,39.41%,227,0.00,90.00
B07NF84G8R,Al Rifai,18.02,262.19,34.34,15.15%,260,243,24.23%,24.23%,100.00%,100.00%,16.39,(4.09)%,-9.22,2085.45,154.00,11.38%,17.36%,67.27%,17,0.00,77.50
B07PBLJ3VP,American Garden,6.70,261.25,47.36,14.22%,2365,2158,18.31%,18.31%,99.49%,100.00%,5.68,(36.80)%,-94.41,1086.45,194.00,17.14%,2.18%,29.40%,49,0.00,93.00
B07P76HBPW,American Garden,2.91,255.00,0,23.86%,583,534,9.09%,9.09%,50.00%,52.17%,2.83,(51.01)%,-121.28,214.74,84.00,18.50%,9.77%,80.55%,90,0.00,98.50
B091VQKB28,American Garden,4.12,253.50,15.32,19.03%,677,653,25.26%,25.26%,93.06%,100.47%,4.37,(20.33)%,-53.89,833.91,200.00,18.50%,4.26%,48.40%,61,0.00,0
B087GKZR5Z,Diamond,13.26,246.67,0,12.04%,37,36,8.11%,8.11%,87.50%,100.00%,11.75,(20.62)%,-41.66,270.51,24.00,8.33%,4.04%,69.57%,21,11.27,82.50
B01AERH4WU,American Garden,1.86,244.46,8.60,17.69%,541,427,12.01%,12.01%,95.17%,96.16%,1.63,(80.68)%,-208.89,953.69,605.00,18.51%,3.28%,59.30%,149,0.00,93.70
B00L28CNI6,American Garden,4.53,243.86,7.84,17.85%,1185,1060,10.97%,10.97%,98.71%,100.00%,3.93,(36.53)%,-91.25,893.12,232.00,18.52%,2.12%,34.90%,63,0.00,96.00
B083VKH3K8,American Garden,2.57,243.74,0,9.78%,256,250,8.20%,8.20%,100.00%,100.00%,1.98,(39.68)%,-99.65,239.65,111.00,18.52%,(8.95)%,44.83%,123,0.00,82.00
B0BF72D275,DIAMOND دايموند,11.37,242.17,40.61,8.22%,196,194,3.59%,3.59%,83.33%,85.71%,13.45,(12.13)%,-29.77,53.91,4.00,8.73%,(0.17)%,0.00%,16,0.00,72.50
B01E5RZPPI,Foster Clarks,1.84,237.69,0,7.50%,1514,1131,46.29%,46.29%,21.18%,100.00%,1.76,(107.59)%,-281.66,242.94,135.00,10.26%,(2.21)%,72.94%,147,0.00,98.20
B00OD85QW2,UNKNOWN,1.25,236.04,0,21.11%,693,632,32.80%,32.80%,86.86%,98.56%,1.13,(139.00)%,-307.21,192.37,206.00,9.57%,17.71%,61.82%,208,0.93,69.10
B07PGTW6PZ,American Garden,5.29,232.04,45.94,21.95%,727,644,21.46%,21.46%,60.00%,100.00%,4.74,(26.94)%,-64.09,159.66,36.00,19.32%,6.35%,73.60%,50,0.00,98.50
B07NF7X5MY,Lotte,1.18,231.44,0,12.74%,1369,615,47.85%,47.85%,8.87%,94.10%,0.46,(83.53)%,-202.09,124.15,300.00,7.97%,9.52%,100.00%,506,0.00,0
B075733JRQ,Ching's Secret,1.07,230.12,0,21.57%,2238,509,27.55%,27.55%,87.69%,98.37%,1.02,(86.83)%,-203.69,1958.37,2227.00,14.63%,13.64%,30.15%,233,0.88,60.50
B004TRNK20,Lotte,1.00,229.67,0,13.09%,1228,944,31.12%,31.12%,37.91%,95.41%,1.06,(47.15)%,-106.45,464.11,497.00,8.40%,11.77%,62.84%,215,0.00,76.70
B083VKH3Q5,TATA,32.29,228.40,0,16.94%,523,448,54.58%,54.58%,66.67%,93.75%,28.55,1.39%,3.18,274.43,10.00,14.74%,3.88%,100.00%,8,0.00,77.50
B07NF5BLTB,Al Rifai,7.22,226.43,0,21.52%,503,454,27.83%,27.83%,90.99%,88.93%,3.48,(29.46)%,-66.25,647.06,227.00,8.21%,18.17%,45.43%,67,2.85,61.70
B08ZQF4KQJ,Afia,40.39,221.48,0,29.67%,565,500,39.78%,39.78%,84.36%,93.31%,13.84,2.59%,5.68,3144.64,309.00,8.79%,26.48%,49.23%,16,0.00,70.00
B00L28CIQ8,American Garden,7.66,219.30,0,21.11%,573,519,13.09%,13.09%,86.34%,72.85%,6.85,(10.05)%,-22.16,830.78,141.00,18.50%,6.36%,49.03%,33,0.00,95.50
B083VKCGWQ,American Garden,4.27,218.08,0,27.48%,302,256,35.43%,35.43%,54.22%,100.00%,4.19,(17.99)%,-40.99,162.82,45.00,18.50%,13.73%,100.00%,52,0.00,92.50
B0B8DLJMK1,American Garden,6.83,216.80,16.70,19.09%,827,723,18.27%,18.27%,105.67%,100.00%,5.86,(21.70)%,-43.81,884.84,158.00,17.51%,4.43%,66.73%,37,11.20,100.00
B079H7W8TZ,Ching's Secret,1.09,215.59,0,26.74%,310,292,52.10%,52.10%,44.44%,100.00%,1.12,(81.62)%,-181.79,179.39,204.00,13.72%,21.28%,85.98%,195,0.88,79.50
B01CEI7ZF8,American Garden,3.19,214.02,0,19.62%,955,853,16.34%,16.34%,88.54%,100.00%,3.24,(50.18)%,-107.64,842.13,283.00,18.24%,8.24%,29.90%,67,0.00,91.70
B0C6635B2K,TATA,0.13,211.51,0,16.23%,427,349,46.48%,46.48%,29.56%,100.00%,1.40,(116.44)%,-229.68,278.95,218.00,12.91%,8.65%,53.62%,155,0.00,86.90
B01N0AHJ3U,UNKNOWN,6.29,209.80,0,18.92%,270,216,73.28%,73.28%,7.14%,100.00%,6.17,(18.35)%,-33.74,160.41,30.00,9.33%,13.35%,0.00%,34,21.39,62.50
B07575VD7D,Chings,0.26,196.19,0,21.69%,308,267,23.78%,23.78%,52.78%,100.00%,1.28,(74.44)%,-150.17,171.58,156.00,14.12%,14.23%,100.00%,153,1.10,75.00
B08KZ6FMY9,UNKNOWN,7.83,194.64,0,(15.83)%,314,251,9.03%,9.03%,8.70%,100.00%,5.90,(55.60)%,-107.75,28.59,4.00,8.00%,(21.16)%,100.00%,33,0.00,73.40
B00L28CYZ8,American Garden,5.02,191.68,0,22.99%,815,722,22.70%,22.70%,93.63%,95.15%,4.56,(12.03)%,-23.44,626.97,148.00,18.50%,7.18%,49.73%,43,0.00,93.00
B0D2P64GWB,Tata Soulfull,0.00,188.58,9.31,16.59%,340,281,69.14%,69.14%,24.20%,98.74%,6.74,(25.95)%,-50.10,276.95,42.00,16.14%,2.09%,87.27%,28,0.00,0
B083VKRS1R,Al Rifai,4.75,184.54,29.99,23.31%,137,130,36.50%,36.50%,60.32%,98.44%,4.29,(17.05)%,-31.92,153.48,43.00,13.15%,16.83%,88.89%,43,0.00,65.90
B000I0VTMA,American Garden,5.58,180.30,0,19.51%,319,314,23.36%,23.36%,73.33%,100.00%,5.15,(17.37)%,-29.00,170.93,36.00,18.50%,7.83%,66.48%,35,0.00,95.50
B087GK61LY,Diamond,19.52,176.12,0,5.26%,249,234,34.54%,34.54%,80.00%,93.75%,16.01,(24.40)%,-40.03,182.53,11.00,8.58%,(3.64)%,68.78%,11,0.00,78.40
B07MQ16Q5L,Lotte,1.28,175.50,0,15.05%,898,674,56.84%,56.84%,28.24%,100.77%,1.07,(82.08)%,-126.52,153.15,164.00,9.49%,12.73%,100.00%,119,2.80,0
B00L2ZKXO0,American Garden,2.33,174.80,0,17.71%,1141,811,19.46%,19.46%,78.90%,38.38%,2.69,(44.26)%,-79.68,281.64,101.00,16.39%,5.14%,36.52%,66,0.00,98.30
B01CEHTICM,American Garden,3.12,169.70,3.15,22.87%,721,632,35.51%,35.51%,94.21%,100.00%,3.26,(41.34)%,-73.40,874.86,294.00,18.50%,8.82%,50.79%,52,0.00,91.70
B091VSDXFF,American Garden,5.50,166.72,2.55,24.34%,683,636,30.89%,30.89%,96.88%,100.00%,5.21,(10.01)%,-17.24,725.36,157.00,17.70%,11.32%,90.68%,32,0.00,95.50
B0B8DMQRPR,American Garden,6.92,165.19,0,19.77%,1755,1420,30.50%,30.50%,73.26%,92.86%,5.90,(17.28)%,-29.22,1265.66,226.00,17.18%,5.08%,69.43%,39,0.00,100.00
B00L2ZK5P2,American Garden,2.38,163.96,0,10.90%,2137,1460,29.05%,29.05%,61.10%,95.29%,2.19,(83.49)%,-144.41,2564.59,1134.00,15.71%,(1.88)%,80.60%,75,0.00,97.00
B07PSC37XV,American Garden,4.24,163.84,0,8.32%,327,303,22.88%,22.88%,98.61%,83.72%,4.00,(61.98)%,-98.43,293.25,72.00,11.73%,(1.92)%,80.58%,41,12.22,0
B00L2ZKQ92,American Garden,5.73,163.25,0,20.79%,185,175,11.70%,11.70%,102.78%,58.06%,4.95,(21.35)%,-33.55,173.62,38.00,18.54%,7.05%,50.64%,33,0.00,98.30
B0DT5Z95MT,TATA GLOBAL BEVeRAGES,2.35,163.10,24.66,28.72%,283,263,24.03%,24.03%,88.13%,100.00%,4.94,(13.43)%,-22.02,670.64,161.00,18.82%,15.72%,0.00%,33,0.00,63.50
B07PQ5ZRZ7,Al Rifai,9.01,161.19,0,23.35%,171,152,25.15%,25.15%,101.00%,99.01%,8.48,(4.94)%,-7.52,771.89,114.00,8.00%,20.19%,62.25%,20,0.00,72.50
B083VKRS1M,Al Rifai,5.64,159.03,0,22.45%,301,275,13.62%,13.62%,81.25%,100.00%,5.13,(9.48)%,-14.89,110.14,26.00,8.86%,17.42%,0.00%,31,0.00,67.40
B075731CHK,Ching's Secret,1.37,156.07,0,18.07%,360,317,12.36%,12.36%,90.00%,89.47%,1.28,(85.93)%,-140.13,192.54,170.00,12.78%,11.46%,100.00%,122,0.00,71.20
B00L2ZKP0M,American Garden,6.06,154.90,8.02,16.64%,211,183,17.76%,17.76%,90.24%,67.21%,4.69,(27.53)%,-32.15,647.46,144.00,18.50%,4.30%,49.28%,33,13.48,98.30
B091VP9RGN,American Garden,5.47,154.43,27.80,20.34%,414,379,18.84%,18.84%,82.28%,84.95%,5.33,(10.50)%,-16.12,295.69,64.00,12.76%,13.24%,78.67%,29,0.00,95.50
B091VQ8QSN,American Garden,5.05,149.40,0,20.66%,651,544,55.89%,55.89%,100.00%,100.00%,4.39,(32.72)%,-49.81,1103.85,265.00,18.50%,5.20%,72.53%,34,0.00,96.70
B00L28CGDS,American Garden,3.84,144.94,0,23.44%,641,609,1.72%,1.72%,86.84%,79.17%,3.62,(25.59)%,-35.57,107.99,33.00,18.50%,9.69%,81.54%,41,3.27,85.50
B00JOQS7FQ,Al Rifai,8.30,144.20,0,26.41%,136,129,28.68%,28.68%,98.90%,100.00%,8.01,8.97%,12.82,1184.57,190.00,8.00%,22.18%,51.19%,18,0.00,78.30
