ASIN,Brand Name,List Price($)(Week 49 ),List Price($)(Week 50 ),List Price($)(Week 51 ),List Price($)(Week 52 ),Product GMS($)(Week 49 ),Product GMS($)(Week 50 ),Product GMS($)(Week 51 ),Product GMS($)(Week 52 ),ASP(Week 49 ),ASP(Week 50 ),ASP(Week 51 ),ASP(Week 52 ),CM(Week 49 )(%),CM(Week 50 )(%),CM(Week 51 )(%),CM(Week 52 )(%),CP($)(Week 49 ),CP($)(Week 50 ),CP($)(Week 51 ),CP($)(Week 52 ),Net PPM(Week 49 )(%),Net PPM(Week 50 )(%),Net PPM(Week 51 )(%),Net PPM(Week 52 )(%),GV(Week 49 ),GV(Week 50 ),GV(Week 51 ),GV(Week 52 ),SoROOS(%)(Week 49 )(%),SoROOS(%)(Week 50 )(%),SoROOS(%)(Week 51 )(%),SoROOS(%)(Week 52 )(%),Vendor Confirmation Rate - Sourceable(Week 49 )(%),Vendor Confirmation Rate - Sourceable(Week 50 )(%),Vendor Confirmation Rate - Sourceable(Week 51 )(%),Vendor Confirmation Rate - Sourceable(Week 52 )(%),Fill Rate - Sourceable(Week 49 )(%),Fill Rate - Sourceable(Week 50 )(%),Fill Rate - Sourceable(Week 51 )(%),Fill Rate - Sourceable(Week 52 )(%),SELLABLE_ON_HAND_UNITS(Week 49 ),SELLABLE_ON_HAND_UNITS(Week 50 ),SELLABLE_ON_HAND_UNITS(Week 51 ),SELLABLE_ON_HAND_UNITS(Week 52 ),Total GMM($)(Week 49 ),Total GMM($)(Week 50 ),Total GMM($)(Week 51 ),Total GMM($)(Week 52 ),Net Receipts($)(Week 49 ),Net Receipts($)(Week 50 ),Net Receipts($)(Week 51 ),Net Receipts($)(Week 52 ),Net Receipts (Units)(Week 49 ),Net Receipts (Units)(Week 50 ),Net Receipts (Units)(Week 51 ),Net Receipts (Units)(Week 52 ),CCOGS As A % Of PCOGS(Week 49 )(%),CCOGS As A % Of PCOGS(Week 50 )(%),CCOGS As A % Of PCOGS(Week 51 )(%),CCOGS As A % Of PCOGS(Week 52 )(%),PPM(Week 49 )(%),PPM(Week 50 )(%),PPM(Week 51 )(%),PPM(Week 52 )(%),External Box Price Competitiveness (% Of GV)(Week 49 )(%),External Box Price Competitiveness (% Of GV)(Week 50 )(%),External Box Price Competitiveness (% Of GV)(Week 51 )(%),External Box Price Competitiveness (% Of GV)(Week 52 )(%),Amzn GV(Week 49 ),Amzn GV(Week 50 ),Amzn GV(Week 51 ),Amzn GV(Week 52 ),Customer Returns($)(Week 49 ),Customer Returns($)(Week 50 ),Customer Returns($)(Week 51 ),Customer Returns($)(Week 52 ),Daily SoRoos%(Week 49 )(%),Daily SoRoos%(Week 50 )(%),Daily SoRoos%(Week 51 )(%),Daily SoRoos%(Week 52 )(%),IDQ Score(Week 49 ),IDQ Score(Week 50 ),IDQ Score(Week 51 ),IDQ Score(Week 52 ),Net Ordered Units(Week 49 ),Net Ordered Units(Week 50 ),Net Ordered Units(Week 51 ),Net Ordered Units(Week 52 )
B07NF942SP,American Garden,3.35,3.35,3.35,3.35,11.92,11.92,11.92,17.89,2.98,2.98,2.98,2.98,(35.24)%,(39.28)%,(49.46)%,(42.30)%,-4.95,-2.52,-6.34,-7.71,20.29%,20.29%,20.29%,14.25%,39,36,34,39,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,100.00%,66.67%,0.00%,100.00%,70.00%,52,110,131,246,0.00,0.00,0.00,0.00,212.86,277.00,244.93,530.68,73.00,95.00,84.00,182.00,18.50%,18.50%,18.50%,12.33%,2.19%,2.19%,2.19%,2.19%,100.00%,100.00%,100.00%,100.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,89.40,89.40,89.40,89.40,4,4,4,6
B08296B566,Ching's Secret,1.84,1.84,1.84,1.84,11.66,5.83,15.55,7.78,1.94,1.94,1.94,1.94,(35.71)%,(58.34)%,(32.79)%,(44.66)%,-4.61,-4.15,-5.76,-3.75,24.46%,28.74%,24.35%,28.64%,16,19,16,17,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,75,72,87,81,0.00,0.00,0.00,0.00,0.00,0.00,39.60,0.00,0.00,0.00,24.00,0.00,16.17%,16.05%,12.35%,15.92%,15.13%,15.13%,15.13%,15.13%,100.00%,100.00%,100.00%,100.00%,16,19,16,17,0,0,0,0,0.00%,0.00%,0.00%,0.00%,78.70,78.70,78.70,78.70,6,3,8,6
B00L305VAU,American Garden,1.14,1.14,1.14,1.14,11.54,16.07,0.77,1.53,1.28,0.77,0.77,0.77,(57.84)%,(103.61)%,(122.42)%,(102.47)%,-5.84,-18.09,-1.05,-1.71,26.19%,(15.19)%,(5.57)%,(5.57)%,6,9,17,8,0.00%,0.00%,17.65%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,68,47,46,44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50%,18.50%,18.50%,18.50%,22.72%,(29.54)%,(29.54)%,(29.54)%,33.33%,22.22%,50.00%,66.67%,6,9,14,6,0,0,0,0,0.00%,0.00%,17.65%,25.00%,85.00,85.00,85.00,85.00,9,21,1,3
B00L2ZKJ3A,American Garden,3.22,0.00,3.22,3.22,11.41,0,5.71,5.71,2.85,0.00,2.85,2.85,(57.32)%,0.00%,"(1,558.89)%",0.16%,-3.51,0,-8.87,0.01,12.56%,0.00%,20.06%,20.06%,10,11,8,12,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,156,282,303,294,0.00,0,0.00,0.00,403.02,369.44,100.76,0.00,144.00,132.00,36.00,0.00,18.50%,0.00%,18.50%,18.50%,1.91%,0.00%,1.91%,1.91%,100.00%,100.00%,100.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,98.30,98.30,98.30,98.30,4,0,2,2
B00XW5AV18,Ching's Secret,1.37,1.37,1.37,1.37,11.17,11.54,12.38,6.29,1.24,1.28,1.24,1.26,(75.53)%,(72.32)%,(83.01)%,(78.09)%,-9.03,-9.09,-12.17,-5.36,22.94%,25.83%,22.93%,24.30%,26,34,66,39,0.00%,0.00%,0.00%,5.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31,38,32,28,0.00,0.00,0.00,0.00,0.00,13.59,4.53,4.53,0.00,12.00,4.00,4.00,16.20%,16.02%,15.96%,15.93%,8.71%,11.68%,8.53%,9.96%,42.86%,41.38%,18.97%,37.50%,26,33,62,33,0,0,0,0,0.00%,0.00%,0.00%,5.13%,83.00,83.00,83.00,83.00,8,9,11,6
B0CYT6SRXZ,TATA,6.28,0.00,6.28,0.00,10.92,0,5.46,0,5.46,0.00,5.46,0.00,(6.62)%,0.00%,4.86%,0.00%,-0.75,0,0.27,0,30.29%,0.00%,30.13%,0.00%,14,30,25,19,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,0.00%,88.89%,0.00%,55.56%,39,29,29,33,0.00,0,0.00,0,0.00,0.00,13.62,36.31,0.00,0.00,3.00,8.00,16.15%,0.00%,15.96%,0.00%,16.86%,0.00%,16.86%,0.00%,0.00%,0.00%,0.00%,0.00%,13,30,24,19,0,0,0,0,0.00%,0.00%,0.00%,0.00%,87.50,87.50,87.50,87.50,2,0,1,0
B083VKML26,Tetley,6.08,6.08,6.08,6.08,10.73,43.42,65.13,10.85,5.37,3.62,3.62,3.62,(7.60)%,(64.69)%,(59.73)%,(66.39)%,-0.82,-30.76,-41.56,-7.46,12.15%,(30.52)%,(30.66)%,(30.69)%,10,15,16,18,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19,81,63,60,0.00,0.00,0.00,0.00,0.00,392.86,0.00,0.00,0.00,74.00,0.00,0.00,11.20%,11.04%,10.95%,10.93%,1.07%,(46.73)%,(46.73)%,(46.73)%,75.00%,78.57%,46.15%,58.82%,10,14,14,18,0,0,0,0,0.00%,0.00%,0.00%,0.00%,86.00,86.00,86.00,86.00,1,12,18,3
B0CYT9BCRH,TATA,3.42,3.42,0.00,0.00,10.38,23.11,0,0,2.60,3.30,0.00,0.00,(40.87)%,13.63%,0.00%,0.00%,-5.14,3.21,0,0,24.73%,37.80%,0.00%,0.00%,43,21,9,8,13.95%,9.52%,11.11%,0.00%,100.00%,0.00%,100.00%,100.00%,82.76%,0.00%,100.00%,100.00%,27,35,25,44,0.00,0.00,0,0,29.34,75.79,0.00,75.79,12.00,31.00,0.00,31.00,16.20%,15.99%,0.00%,0.00%,5.82%,25.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,42,18,0,5,0,0,0,0,13.95%,9.52%,11.11%,0.00%,87.50,86.00,0,86.00,3,7,0,0
B083VKCLGR,Tetley,4.21,4.21,4.21,4.21,10.34,34.47,11.03,2.21,3.45,3.45,2.21,2.21,(25.90)%,(9.09)%,(76.94)%,(143.05)%,-2.89,-3.23,-8.95,-3.84,23.02%,20.34%,(29.22)%,(48.15)%,6,11,18,20,0.00%,0.00%,38.89%,75.00%,100.00%,0.00%,100.00%,100.00%,100.00%,0.00%,100.00%,100.71%,31,80,39,132,0.00,0.00,0.00,0.00,58.81,264.63,0.00,447.58,18.00,81.00,0.00,137.00,16.20%,16.05%,12.78%,0.00%,5.21%,5.21%,(48.15)%,(48.15)%,66.67%,63.64%,88.89%,100.00%,6,11,18,16,0,0,0,0,0.00%,0.00%,38.89%,75.00%,100.00,100.00,100.00,100.00,3,10,9,0
B0C62CMRMF,TATA,0.00,0.00,0.00,0.00,10.30,12.70,25.33,65.13,5.15,6.35,3.62,3.62,(43.83)%,(21.91)%,(80.17)%,(80.74)%,-4.59,-2.97,-22.93,-56.60,11.64%,21.75%,(37.47)%,(37.47)%,57,39,48,78,10.53%,10.26%,0.00%,15.38%,100.00%,0.00%,0.00%,100.00%,99.29%,0.00%,0.00%,1.09%,4,146,137,83,0.00,0.00,0.00,0.00,236.64,899.24,41.41,165.65,40.00,152.00,7.00,28.00,23.10%,15.98%,15.92%,15.93%,(14.91)%,6.86%,(63.51)%,(63.51)%,88.89%,76.47%,69.23%,97.73%,41,30,35,61,0,0,0,0,10.53%,10.26%,0.00%,15.38%,100.00,100.00,100.00,100.00,2,1,10,15
B091VQBBGW,American Garden,5.64,5.64,5.64,5.64,9.72,87.76,28.65,14.39,4.86,4.88,4.78,4.80,(8.52)%,(18.36)%,(14.81)%,(22.24)%,-0.88,-17.65,-4.76,-3.46,25.64%,25.86%,24.31%,24.65%,74,159,138,109,27.03%,0.63%,57.25%,38.53%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,56.10%,104,154,125,282,0.00,0.00,0.00,0.00,660.82,372.54,0.00,887.00,149.00,84.00,0.00,200.00,18.50%,18.50%,18.50%,18.50%,8.77%,9.04%,7.13%,7.55%,75.00%,39.85%,93.94%,89.86%,62,151,126,92,0,0,0,0,27.03%,0.63%,57.25%,38.53%,96.70,96.70,96.70,96.70,2,23,1,4
B083VKKHVC,Tata Global Beverages,3.27,3.27,3.27,3.27,9.46,2.97,8.90,5.94,2.37,2.97,2.97,2.97,(51.38)%,(40.08)%,(31.86)%,(32.04)%,-5.10,-1.27,-3.06,-2.04,13.83%,30.81%,30.67%,30.67%,16,10,15,17,0.00%,0.00%,0.00%,17.65%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,23,41,46,84,0.00,0.00,0.00,0.00,34.27,80.77,44.06,139.51,14.00,33.00,18.00,57.00,16.20%,16.10%,15.94%,15.94%,(3.45)%,17.52%,17.52%,17.52%,54.55%,25.00%,63.64%,14.29%,15,7,14,14,0,0,0,0,0.00%,0.00%,0.00%,17.65%,98.50,98.50,98.50,98.50,3,1,3,2
B0DDCMJ6TT,Chings,0.00,0.00,0.00,0.00,9.38,5.59,5.59,13.59,2.34,2.80,2.80,2.72,(44.03)%,(26.78)%,(32.33)%,(9.74)%,-4.52,-1.58,-2.01,-1.34,30.18%,41.24%,40.71%,35.40%,9,10,8,16,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,37,33,42,46,0.00,0.00,0.00,0.00,0.00,1.96,29.36,21.53,0.00,1.00,15.00,11.00,16.19%,16.06%,15.94%,15.92%,16.49%,29.99%,29.99%,28.00%,0.00%,0.00%,0.00%,16.67%,9,10,8,16,0,0,0,0,0.00%,0.00%,0.00%,0.00%,58.40,58.40,58.40,58.40,3,1,2,5
B079H3CX14,Ching's Secret,1.37,1.37,1.37,1.37,9.32,8.98,4.93,2.52,1.16,1.28,1.23,1.26,(83.20)%,(47.96)%,(65.55)%,(108.64)%,-8.14,-4.54,-3.49,-3.16,14.91%,24.35%,22.80%,24.30%,38,35,37,27,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,149,211,206,195,0.00,0.00,0.00,0.00,0.00,90.61,0.00,0.00,0.00,80.00,0.00,0.00,16.21%,16.00%,15.93%,15.93%,2.78%,11.68%,8.17%,9.96%,30.30%,25.71%,41.18%,37.50%,36,35,35,25,0,0,0,0,0.00%,0.00%,0.00%,0.00%,89.20,89.20,89.20,89.20,8,7,4,3
B07NF78ZBY,Tetley,0.00,0.00,0.00,0.00,9.24,0,0,9.24,9.24,0.00,0.00,9.24,(18.07)%,0.00%,0.00%,(6.84)%,-1.73,0,0,-0.65,16.24%,0.00%,0.00%,15.95%,8,9,8,4,100.00%,66.67%,100.00%,75.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,6,5,2,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.21%,0.00%,0.00%,10.91%,5.66%,0.00%,0.00%,5.66%,100.00%,100.00%,100.00%,100.00%,7,6,8,3,0,0,0,0,100.00%,66.67%,100.00%,75.00%,90.00,90.00,90.00,90.00,0,1,0,0
B09CWX9NDP,UNKNOWN,2.24,2.24,2.24,0.00,9.22,18.44,4.82,0,4.61,4.61,4.82,0.00,19.80%,6.08%,44.25%,0.00%,1.87,1.14,2.16,0,65.46%,61.64%,66.89%,0.00%,34,13,19,16,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,108.33%,0.00%,0.00%,0.00%,173,206,200,293,0.00,0.00,0.00,0,45.61,45.61,1.90,182.43,24.00,24.00,1.00,96.00,16.22%,16.06%,16.00%,0.00%,58.77%,58.77%,60.59%,0.00%,100.00%,100.00%,100.00%,0.00%,34,13,19,16,0,0,0,0,0.00%,0.00%,0.00%,0.00%,69.10,69.10,69.10,69.10,2,5,0,0
B083VK1XBB,American Garden,10.18,0.00,0.00,10.18,8.87,0,0,106.41,8.87,0.00,0.00,8.87,(10.45)%,0.00%,0.00%,(0.69)%,-0.96,0,0,-0.76,18.88%,0.00%,0.00%,19.36%,16,16,23,15,87.50%,56.25%,95.65%,66.67%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,4,0.00,0,0,0.00,0.00,0.00,0.00,159.42,0.00,0.00,0.00,18.00,18.78%,0.00%,0.00%,18.50%,0.12%,0.00%,0.00%,0.12%,100.00%,100.00%,100.00%,100.00%,16,9,23,15,0,0,0,0,87.50%,56.25%,95.65%,66.67%,97.00,97.00,97.00,97.00,0,0,1,0
B01FMA8PRW,foster clark's,1.22,0.00,0.00,0.00,8.75,0,0,0,1.75,0.00,0.00,0.00,(88.59)%,0.00%,0.00%,0.00%,-7.48,0,0,0,25.71%,0.00%,0.00%,0.00%,58,29,38,32,3.45%,0.00%,0.00%,6.25%,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,100.00%,0.00%,1,43,126,84,0.00,0,0,0,93.11,93.11,139.67,0.00,72.00,72.00,108.00,0.00,7.43%,0.00%,0.00%,0.00%,21.46%,0.00%,0.00%,0.00%,11.43%,33.33%,76.47%,66.67%,41,0,0,0,0,0,0,0,3.45%,0.00%,0.00%,6.25%,0,0,0,0,4,0,0,0
B06XFDSL4K,Chings,1.30,0.00,1.30,1.30,8.54,0,6.41,1.28,1.22,0.00,1.28,1.28,(39.69)%,0.00%,(59.52)%,(88.77)%,-3.79,0,-4.16,-1.37,21.65%,0.00%,25.86%,27.87%,8,4,16,16,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,102.08%,0.00%,0.00%,102.38%,60,102,81,111,0.00,0,0.00,0.00,52.80,59.39,0.00,46.20,48.00,54.00,0.00,42.00,16.18%,0.00%,15.94%,15.91%,9.79%,0.00%,14.23%,14.23%,57.14%,33.33%,64.29%,33.33%,8,3,16,15,0,0,0,0,0.00%,0.00%,0.00%,0.00%,80.80,80.80,80.80,80.80,5,0,6,0
B00GB8Y30S,Ching's Secret,2.24,2.24,2.24,2.24,8.40,17.46,20.55,17.91,2.10,2.91,2.28,1.99,(53.29)%,(26.87)%,(58.63)%,(60.58)%,-4.01,-5.11,-12.96,-11.35,10.53%,45.17%,28.43%,15.99%,51,35,44,39,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,74.07%,50,120,93,114,0.00,0.00,0.00,0.00,24.70,163.43,0.00,89.32,13.00,86.00,0.00,47.00,16.19%,16.03%,15.95%,15.93%,9.47%,34.71%,16.77%,4.49%,18.75%,27.27%,48.65%,40.00%,48,34,42,37,0,0,0,0,0.00%,0.00%,0.00%,0.00%,74.20,74.20,74.20,74.20,2,6,9,10
B07J3WYR89,Dilmah,3.74,3.74,3.74,3.74,8.39,8.39,5.59,11.39,2.80,2.80,2.80,2.28,(1.41)%,700.18%,(8.99)%,(41.44)%,-0.12,-7.13,-0.51,-5.17,35.22%,30.66%,35.22%,20.48%,12,3,5,22,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23,26,24,19,0.00,0.00,0.00,0.00,30.61,15.31,0.00,0.00,12.00,6.00,0.00,0.00,29.00%,24.00%,29.00%,29.00%,8.76%,8.76%,8.76%,(12.00)%,0.00%,0.00%,0.00%,0.00%,12,3,5,21,0,0,0,0,0.00%,0.00%,0.00%,0.00%,71.00,71.00,71.00,71.00,3,3,2,6
B00L2ZKXO0,American Garden,2.91,2.91,2.91,0.00,7.97,7.97,2.64,0,2.66,2.66,2.64,0.00,(77.88)%,(26.79)%,(70.86)%,0.00%,-6.88,-2.32,-2.22,0,22.42%,22.42%,21.78%,0.00%,11,14,8,10,0.00%,0.00%,37.50%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,1,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50%,18.50%,18.50%,0.00%,4.82%,4.82%,4.03%,0.00%,14.29%,30.77%,80.00%,100.00%,11,14,7,8,0,0,0,0,0.00%,0.00%,37.50%,50.00%,98.30,98.30,98.30,98.30,3,3,2,0
B00L28CNI6,American Garden,4.43,4.43,4.43,0.00,7.91,19.77,11.86,0,3.95,3.95,3.95,0.00,(18.72)%,(32.16)%,(2.27)%,0.00%,-1.49,-6.59,-0.31,0,17.67%,17.67%,18.96%,0.00%,10,29,15,14,0.00%,0.00%,13.33%,35.71%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,30,27,23,55,0.00,0.00,0.00,0,19.25,26.95,3.85,146.29,5.00,7.00,1.00,38.00,18.64%,18.50%,18.50%,0.00%,2.62%,2.62%,2.62%,0.00%,14.29%,47.83%,60.00%,71.43%,10,29,12,8,0,0,0,0,0.00%,0.00%,13.33%,35.71%,96.00,96.00,96.00,96.00,2,5,4,0
B07G9D3B8F,TILDA,5.68,5.68,5.68,5.68,7.78,8.62,13.53,36.09,3.89,4.31,4.51,4.51,(5.74)%,(29.32)%,(38.04)%,(10.90)%,-0.46,-2.61,-5.45,-1.56,29.20%,19.66%,15.93%,14.41%,41,34,35,36,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,40.00%,79,198,177,159,0.00,0.00,0.00,0.00,424.52,653.47,0.00,47.70,89.00,137.00,0.00,10.00,42.23%,29.77%,22.05%,22.01%,(22.56)%,(10.71)%,(5.73)%,(5.73)%,45.00%,18.18%,20.59%,13.89%,40,33,34,36,0,0,0,0,0.00%,0.00%,0.00%,0.00%,83.70,83.70,83.70,83.70,2,2,3,8
B0C62GCJ68,TATA,7.39,7.39,7.39,7.39,7.55,239.27,282.15,300.16,3.77,4.69,6.00,6.00,(32.30)%,(23.57)%,(2.06)%,7.83%,-2.62,-58.72,-5.94,23.95,19.26%,20.50%,19.98%,20.14%,86,89,131,127,62.79%,15.73%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,100.88%,0.00%,0.00%,0.00%,8,908,838,1049,0.00,0.00,0.00,0.00,645.26,5597.88,0.00,1715.02,114.00,989.00,0.00,303.00,46.17%,33.64%,15.96%,15.93%,(50.00)%,(20.65)%,5.71%,5.71%,97.56%,75.00%,67.44%,52.38%,84,87,129,126,0,0,0,0,62.79%,15.73%,0.00%,0.00%,100.00,100.00,100.00,100.00,5,20,49,46
B00L2ZLGQE,American Garden,3.89,3.89,3.89,3.89,7.52,60.16,34.31,16.00,3.76,3.76,3.81,4.00,(40.63)%,(29.86)%,(43.95)%,(15.85)%,-3.32,-18.29,-14.55,-2.58,26.64%,24.07%,23.58%,29.81%,108,113,92,61,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,102.08%,100.00%,104.17%,83.33%,97,83,72,147,0.00,0.00,0.00,0.00,203.05,81.22,40.61,324.87,60.00,24.00,12.00,96.00,18.50%,18.50%,16.44%,18.50%,9.99%,9.99%,11.22%,15.40%,16.84%,16.04%,19.05%,8.93%,107,113,89,60,0,0,0,0,0.00%,0.00%,0.00%,0.00%,90.50,90.50,90.50,90.50,3,15,9,4
B07NF7QH9S,Al Rifai,7.58,0.00,0.00,0.00,7.51,0,0,0,7.51,0.00,0.00,0.00,(5.39)%,0.00%,0.00%,0.00%,-0.40,0,0,0,24.05%,0.00%,0.00%,0.00%,2,2,2,1,100.00%,100.00%,100.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,100.00%,100.00%,32,29,30,28,0.00,0,0,0,0.00,0.00,17.10,11.40,0.00,0.00,3.00,2.00,0.00%,0.00%,0.00%,0.00%,24.05%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,2,2,2,1,0,0,0,0,100.00%,100.00%,100.00%,100.00%,77.50,77.50,77.50,77.50,1,0,1,0
B07P8BSM8D,American Garden,4.43,4.43,4.43,4.43,7.26,4.22,4.09,7.75,3.63,4.22,4.09,3.88,(5.08)%,(6.30)%,0.37%,(27.65)%,-0.37,-0.27,0.02,-2.28,28.91%,30.17%,27.98%,23.94%,15,19,24,14,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,34,30,32,40,0.00,0.00,0.00,0.00,10.85,14.47,18.09,57.89,3.00,4.00,5.00,16.00,28.64%,18.50%,18.50%,18.50%,0.37%,14.31%,11.64%,6.67%,61.54%,8.33%,70.00%,20.00%,15,19,22,9,0,0,0,0,0.00%,0.00%,0.00%,0.00%,97.00,97.00,97.00,97.00,2,1,1,2
B083VKZNZQ,American Garden,1.89,1.89,0.00,0.00,7.26,5.45,0,0,1.82,1.82,0.00,0.00,(20.66)%,(17.11)%,0.00%,0.00%,-1.52,-0.93,0,0,23.72%,26.20%,0.00%,0.00%,7,6,10,5,0.00%,0.00%,11.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,56,53,53,53,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50%,18.50%,0.00%,0.00%,9.45%,9.45%,0.00%,0.00%,57.14%,33.33%,0.00%,0.00%,5,6,8,0,0,0,0,0,0.00%,0.00%,11.11%,0.00%,62.50,62.50,62.50,0,7,0,0,0
B01GFPSX0W,UNKNOWN,8.08,0.00,0.00,0.00,7.02,0,0,0,7.02,0.00,0.00,0.00,(6.00)%,0.00%,0.00%,0.00%,-0.43,0,0,0,33.41%,0.00%,0.00%,0.00%,5,3,1,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,5,5,5,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00%,0.00%,0.00%,0.00%,14.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,3,1,3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,98.30,98.30,98.30,98.30,1,0,0,0
B083VKVVK9,Al Rifai,6.52,0.00,0.00,0.00,7.00,0,0,0,7.00,0.00,0.00,0.00,(9.28)%,0.00%,0.00%,0.00%,-0.70,0,0,0,37.85%,0.00%,0.00%,0.00%,3,1,0,3,33.33%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,37,35,33,29,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.21%,0.00%,0.00%,0.00%,30.00%,0.00%,0.00%,0.00%,66.67%,100.00%,0.00%,100.00%,3,1,0,3,0,0,0,0,33.33%,100.00%,0.00%,100.00%,65.00,65.00,65.00,65.00,1,0,0,0
B07MTXFYBT,American Garden,3.47,3.47,3.47,3.47,6.74,3.31,6.61,2.98,3.37,3.31,3.31,2.98,(19.04)%,(19.34)%,(21.61)%,(98.96)%,-1.19,-0.66,-1.43,-3.21,19.42%,26.23%,31.26%,(6.39)%,16,25,35,17,31.25%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,100.00%,100.00%,0.00%,100.00%,63.64%,35,43,28,49,0.00,0.00,0.00,0.00,78.06,58.55,0.00,83.64,28.00,21.00,0.00,30.00,18.50%,18.50%,18.50%,0.00%,17.29%,15.65%,15.65%,(1.37)%,77.78%,11.76%,38.46%,53.85%,14,22,35,11,0,0,0,0,31.25%,0.00%,0.00%,0.00%,98.50,98.50,98.50,98.50,-1,1,2,1
B01CEI7ZF8,American Garden,3.42,3.42,0.00,0.00,6.48,22.68,0,0,3.24,3.24,0.00,0.00,(86.67)%,(26.99)%,0.00%,0.00%,-5.32,-6.44,0,0,4.39%,23.71%,0.00%,0.00%,18,19,11,10,0.00%,15.79%,45.45%,50.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,54.55%,27,46,39,40,0.00,0.00,0,0,44.64,98.20,0.00,35.71,15.00,33.00,0.00,12.00,18.50%,18.50%,0.00%,0.00%,8.15%,8.15%,0.00%,0.00%,27.78%,46.67%,62.50%,87.50%,18,18,11,9,0,0,0,0,0.00%,15.79%,45.45%,50.00%,91.70,91.70,91.70,91.70,2,7,0,1
