ASIN,Brand Name,List Price($)(Week 49 ),List Price($)(Week 50 ),List Price($)(Week 51 ),List Price($)(Week 52 ),Product GMS($)(Week 49 ),Product GMS($)(Week 50 ),Product GMS($)(Week 51 ),Product GMS($)(Week 52 ),ASP(Week 49 ),ASP(Week 50 ),ASP(Week 51 ),ASP(Week 52 ),CM(Week 49 )(%),CM(Week 50 )(%),CM(Week 51 )(%),CM(Week 52 )(%),CP($)(Week 49 ),CP($)(Week 50 ),CP($)(Week 51 ),CP($)(Week 52 ),Net PPM(Week 49 )(%),Net PPM(Week 50 )(%),Net PPM(Week 51 )(%),Net PPM(Week 52 )(%),GV(Week 49 ),GV(Week 50 ),GV(Week 51 ),GV(Week 52 ),SoROOS(%)(Week 49 )(%),SoROOS(%)(Week 50 )(%),SoROOS(%)(Week 51 )(%),SoROOS(%)(Week 52 )(%),Vendor Confirmation Rate - Sourceable(Week 49 )(%),Vendor Confirmation Rate - Sourceable(Week 50 )(%),Vendor Confirmation Rate - Sourceable(Week 51 )(%),Vendor Confirmation Rate - Sourceable(Week 52 )(%),Fill Rate - Sourceable(Week 49 )(%),Fill Rate - Sourceable(Week 50 )(%),Fill Rate - Sourceable(Week 51 )(%),Fill Rate - Sourceable(Week 52 )(%),SELLABLE_ON_HAND_UNITS(Week 49 ),SELLABLE_ON_HAND_UNITS(Week 50 ),SELLABLE_ON_HAND_UNITS(Week 51 ),SELLABLE_ON_HAND_UNITS(Week 52 ),Total GMM($)(Week 49 ),Total GMM($)(Week 50 ),Total GMM($)(Week 51 ),Total GMM($)(Week 52 ),Net Receipts($)(Week 49 ),Net Receipts($)(Week 50 ),Net Receipts($)(Week 51 ),Net Receipts($)(Week 52 ),Net Receipts (Units)(Week 49 ),Net Receipts (Units)(Week 50 ),Net Receipts (Units)(Week 51 ),Net Receipts (Units)(Week 52 ),CCOGS As A % Of PCOGS(Week 49 )(%),CCOGS As A % Of PCOGS(Week 50 )(%),CCOGS As A % Of PCOGS(Week 51 )(%),CCOGS As A % Of PCOGS(Week 52 )(%),PPM(Week 49 )(%),PPM(Week 50 )(%),PPM(Week 51 )(%),PPM(Week 52 )(%),External Box Price Competitiveness (% Of GV)(Week 49 )(%),External Box Price Competitiveness (% Of GV)(Week 50 )(%),External Box Price Competitiveness (% Of GV)(Week 51 )(%),External Box Price Competitiveness (% Of GV)(Week 52 )(%),Amzn GV(Week 49 ),Amzn GV(Week 50 ),Amzn GV(Week 51 ),Amzn GV(Week 52 ),Customer Returns($)(Week 49 ),Customer Returns($)(Week 50 ),Customer Returns($)(Week 51 ),Customer Returns($)(Week 52 ),Daily SoRoos%(Week 49 )(%),Daily SoRoos%(Week 50 )(%),Daily SoRoos%(Week 51 )(%),Daily SoRoos%(Week 52 )(%),IDQ Score(Week 49 ),IDQ Score(Week 50 ),IDQ Score(Week 51 ),IDQ Score(Week 52 ),Net Ordered Units(Week 49 ),Net Ordered Units(Week 50 ),Net Ordered Units(Week 51 ),Net Ordered Units(Week 52 )
B09P8GQ4TK,M.C. Trader,26.14,26.14,26.14,26.14,118.51,207.43,456.35,41.49,19.75,20.74,20.74,20.74,15.23%,9.12%,19.84%,4.01%,18.43,17.95,92.06,1.69,28.23%,22.48%,35.84%,16.00%,165,146,164,239,87.27%,93.84%,98.78%,88.28%,100.00%,0.00%,0.00%,0.00%,28.05%,0.00%,0.00%,0.00%,10,27,6,151,0.00,0.00,0.00,0.00,0.00,487.88,0.00,9618.15,0.00,28.00,0.00,552.00,16.50%,14.85%,23.63%,0.00%,11.78%,16.00%,16.00%,16.00%,98.73%,100.00%,100.00%,96.58%,154,145,163,234,0,0,0,0,87.27%,93.84%,98.78%,88.28%,92.50,92.50,92.50,92.50,27,38,25,42
B08V929N3B,MARTINELLI'S,5.09,5.09,5.09,5.09,116.22,19.49,53.61,73.10,4.65,4.87,4.87,4.87,1.57%,(29.78)%,(21.89)%,0.24%,1.85,-6.05,-9.80,0.18,26.15%,25.17%,25.17%,25.17%,31,33,24,79,0.00%,12.12%,0.00%,5.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,45,32,12,0.00,0.00,0.00,0.00,0.00,174.46,0.00,0.00,0.00,36.00,0.00,0.00,29.15%,24.75%,24.75%,24.75%,(4.24)%,0.56%,0.56%,0.56%,43.33%,43.33%,31.82%,39.74%,30,30,22,78,0,0,0,0,0.00%,12.12%,0.00%,5.06%,81.00,81.00,81.00,81.00,15,13,2,21
B08H321LHY,M.C. Trader,16.27,0.00,0.00,0.00,105.00,0,0,0,9.55,0.00,0.00,0.00,29.50%,0.00%,0.00%,0.00%,31.84,0,0,0,56.53%,0.00%,0.00%,0.00%,46,42,29,23,71.74%,45.24%,44.83%,65.22%,100.00%,100.00%,0.00%,0.00%,21.99%,4.17%,0.00%,0.00%,2,7,1,1,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.75%,0.00%,0.00%,0.00%,(13.63)%,0.00%,0.00%,0.00%,100.00%,82.61%,100.00%,100.00%,0,7,0,0,0,0,0,0,71.74%,45.24%,44.83%,65.22%,82.50,82.50,82.50,0,0,5,0,0
B000WHS8M8,Gerber,5.43,5.43,5.43,5.43,93.11,51.73,10.35,69.42,5.17,5.17,5.17,5.34,11.53%,(7.41)%,(27.45)%,(4.94)%,11.12,-4.04,-3.00,-3.51,30.02%,22.24%,21.66%,20.37%,23,51,24,35,0.00%,19.61%,62.50%,60.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,14,0,18,3,0.00,0.00,0.00,0.00,0.00,0.00,115.38,0.00,0.00,0.00,20.00,0.00,37.26%,30.28%,29.75%,26.29%,(11.53)%,(11.53)%,(11.53)%,(8.03)%,61.11%,76.92%,100.00%,96.88%,23,44,20,34,0,0,0,0,0.00%,19.61%,62.50%,60.00%,80.70,80.70,80.70,80.70,19,11,5,14
B07PKQH3R5,Loyal,7.78,7.78,7.78,7.78,84.98,101.66,40.77,42.29,4.47,5.08,5.82,6.04,(20.96)%,(13.09)%,(0.86)%,16.99%,-16.56,-14.06,-0.36,6.84,25.87%,36.07%,45.92%,43.06%,155,131,130,145,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,0.00%,6.25%,0.00%,11.24%,0.00%,31,38,57,72,0.00,0.00,0.00,0.00,101.66,81.84,147.02,80.26,25.00,21.00,36.00,22.00,20.73%,20.42%,20.45%,19.33%,10.75%,19.66%,32.02%,36.52%,62.73%,30.38%,24.53%,33.33%,150,129,130,144,0,0,0,0,0.00%,0.00%,0.00%,0.00%,82.50,82.50,82.50,82.50,18,20,9,6
B00ECGW40C,MARTINELLI'S,2.67,2.67,2.67,2.67,82.72,62.24,52.90,18.67,2.59,3.11,3.11,3.11,(4.93)%,6.18%,(7.82)%,8.64%,-4.16,3.93,-3.12,1.68,42.67%,38.64%,38.64%,46.78%,8,8,10,11,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,40,77,58,48,0.00,0.00,0.00,0.00,5.07,152.24,0.00,0.00,2.00,60.00,0.00,0.00,41.59%,24.75%,24.75%,34.73%,1.84%,18.46%,18.46%,18.46%,37.50%,87.50%,70.00%,27.27%,8,8,10,11,0,0,0,0,0.00%,0.00%,0.00%,0.00%,86.00,86.00,86.00,86.00,28,16,15,6
B002GK0570,Gerber,6.48,6.48,0.00,6.48,75.06,10.01,0,15.01,5.00,5.00,0.00,5.00,(7.13)%,(31.09)%,0.00%,(11.42)%,-5.58,-3.23,0,-2.06,13.25%,13.25%,0.00%,13.25%,12,18,4,18,8.33%,61.11%,25.00%,66.67%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,2,1,8,1,0.00,0.00,0,0.00,0.00,0.00,34.61,0.00,0.00,0.00,6.00,0.00,24.75%,24.75%,0.00%,24.75%,(15.29)%,(15.29)%,0.00%,(15.29)%,62.50%,0.00%,0.00%,81.25%,9,0,1,18,0,0,0,0,8.33%,61.11%,25.00%,66.67%,91.20,0,91.20,91.20,16,0,0,5
B0055QCGWE,Skippy,0.00,0.00,0.00,0.00,70.01,0,0,0,5.83,0.00,0.00,0.00,0.77%,0.00%,0.00%,0.00%,0.53,0,0,0,33.66%,0.00%,0.00%,0.00%,31,10,10,3,32.26%,100.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.16%,0.00%,0.00%,0.00%,35.79%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,21,0,0,0,0,0,0,0,32.26%,100.00%,100.00%,100.00%,98.30,0,0,0,9,0,0,0
B00BLK5E7W,Gerber,9.53,9.53,9.53,9.53,69.89,41.93,34.94,293.53,6.99,6.99,6.99,6.99,(21.84)%,(0.02)%,(14.61)%,(14.72)%,-15.73,-0.00,-5.34,-43.82,17.07%,25.12%,27.62%,14.08%,57,105,84,135,47.37%,68.57%,72.62%,32.59%,24.79%,60.00%,0.00%,0.00%,67.24%,100.00%,0.00%,0.00%,1,7,2,14,0.00,0.00,0.00,0.00,0.00,66.45,0.00,406.09,0.00,9.00,0.00,55.00,21.50%,31.49%,31.49%,21.50%,(5.65)%,(5.65)%,(5.65)%,(5.65)%,86.67%,100.00%,100.00%,100.00%,12,99,78,129,0,0,0,0,47.37%,68.57%,72.62%,32.59%,95.80,95.80,95.80,95.80,3,11,4,41
B07CZCM4VZ,General Mills,9.32,9.32,0.00,0.00,63.81,55.97,0,0,7.09,8.00,0.00,0.00,(6.82)%,(10.67)%,0.00%,0.00%,-4.30,-5.54,0,0,22.11%,17.72%,0.00%,0.00%,41,39,30,9,9.76%,9.09%,40.00%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13,7,1,1,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.09%,24.75%,0.00%,0.00%,(10.48)%,2.04%,0.00%,0.00%,83.33%,83.33%,100.00%,0.00%,3,5,0,0,0,0,0,0,9.76%,9.09%,40.00%,33.33%,89.50,89.50,89.50,94.50,8,7,0,0
B00CAUABOS,Gerber,7.79,7.79,7.79,7.79,60.05,135.11,60.05,35.03,5.00,5.00,5.00,5.00,(17.58)%,(5.00)%,(16.20)%,(12.45)%,-11.38,-7.05,-10.39,-4.46,15.65%,23.30%,12.79%,13.25%,47,79,56,46,0.00%,0.00%,30.36%,43.48%,100.00%,0.00%,100.00%,100.00%,100.00%,0.00%,100.00%,0.00%,45,12,12,1,0.00,0.00,0.00,0.00,0.00,0.00,69.23,0.00,0.00,0.00,12.00,0.00,26.83%,33.47%,24.35%,24.75%,(15.29)%,(15.29)%,(15.29)%,(15.29)%,46.34%,49.30%,68.75%,84.62%,46,76,50,37,0,0,0,0,0.00%,0.00%,30.36%,43.48%,85.80,85.80,85.80,85.80,12,29,10,15
B00CAUAAWG,Gerber,7.79,0.00,0.00,0.00,45.33,0,0,0,4.53,0.00,0.00,0.00,(3.15)%,0.00%,0.00%,0.00%,-1.43,0,0,0,20.87%,0.00%,0.00%,0.00%,23,5,6,10,4.35%,80.00%,33.33%,30.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,1,0,0,2,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.76%,0.00%,0.00%,0.00%,(27.26)%,0.00%,0.00%,0.00%,89.47%,0.00%,66.67%,75.00%,22,0,1,2,0,0,0,0,4.35%,80.00%,33.33%,30.00%,93.20,0,93.20,93.20,10,0,2,-1
B00CJ8L8RA,AriZona,3.76,0.00,3.76,0.00,33.84,0,7.52,0,3.76,0.00,3.76,0.00,(27.61)%,0.00%,(6.68)%,0.00%,-7.67,0,-0.51,0,7.48%,0.00%,26.85%,0.00%,9,7,13,6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18,19,17,17,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00%,0.00%,22.00%,0.00%,7.68%,0.00%,7.68%,0.00%,0.00%,0.00%,0.00%,0.00%,9,7,13,6,0,0,0,0,0.00%,0.00%,0.00%,0.00%,82.50,82.50,82.50,82.50,9,0,2,0
B001EQ4H1M,UNKNOWN,8.43,0.00,0.00,0.00,33.70,0,0,0,8.43,0.00,0.00,0.00,3.06%,0.00%,0.00%,0.00%,1.06,0,0,0,24.73%,0.00%,0.00%,0.00%,5,2,2,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14,14,14,14,0.00,0,0,0,59.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,24.75%,0.00%,0.00%,0.00%,(0.03)%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,2,2,0,0,0,0,0,0.00%,0.00%,100.00%,0.00%,78.70,78.70,78.70,78.70,4,18,0,-18
B08G8WV5T8,Gerber,7.99,7.99,0.00,0.00,25.76,14.65,0,0,6.44,7.32,0.00,0.00,(8.90)%,(8.50)%,0.00%,0.00%,-2.34,-1.32,0,0,20.46%,30.07%,0.00%,0.00%,16,14,9,11,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,1,1,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.75%,24.75%,0.00%,0.00%,(5.70)%,7.06%,0.00%,0.00%,56.25%,62.50%,100.00%,100.00%,16,8,6,11,0,0,0,0,0.00%,0.00%,0.00%,0.00%,73.50,71.00,66.00,71.00,4,2,0,0
B00XA794UW,Gerber,0.00,0.00,0.00,0.00,23.97,0,0,8.03,7.99,0.00,0.00,8.03,1.49%,0.00%,0.00%,(0.90)%,0.38,0,0,-0.08,35.90%,0.00%,0.00%,36.21%,13,7,4,7,84.62%,0.00%,0.00%,28.57%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,1,1,1,0,0.00,0,0,0.00,27.23,0.00,0.00,0.00,4.00,0.00,0.00,0.00,24.75%,0.00%,0.00%,24.75%,14.82%,0.00%,0.00%,15.23%,0.00%,0.00%,0.00%,0.00%,13,7,4,7,0,0,0,0,84.62%,0.00%,0.00%,28.57%,83.30,83.30,83.30,83.30,2,0,0,2
B000WLXMCU,MARTINELLI'S,5.95,0.00,0.00,0.00,20.30,0,0,0,4.06,0.00,0.00,0.00,(14.50)%,0.00%,0.00%,0.00%,-2.94,0,0,0,62.14%,0.00%,0.00%,0.00%,3,1,3,6,0.00%,0.00%,66.67%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15,9,8,4,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.70%,0.00%,0.00%,0.00%,(13.68)%,0.00%,0.00%,0.00%,33.33%,0.00%,100.00%,100.00%,3,1,3,6,0,0,0,0,0.00%,0.00%,66.67%,100.00%,86.00,86.00,86.00,86.00,0,0,0,0
B00OCXS8AK,UNKNOWN,4.17,0.00,0.00,4.17,19.49,0,0,5.65,3.90,0.00,0.00,2.83,(38.02)%,0.00%,0.00%,(89.86)%,-7.78,0,0,-5.79,42.77%,0.00%,0.00%,(25.24)%,6,10,5,13,50.00%,20.00%,20.00%,15.38%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,40.00%,16,23,14,27,1.71,0,0,0.00,21.24,42.47,0.00,67.25,6.00,12.00,0.00,19.00,36.98%,0.00%,0.00%,0.00%,9.19%,0.00%,0.00%,(25.24)%,0.00%,0.00%,0.00%,0.00%,3,5,4,11,0,0,0,0,50.00%,20.00%,20.00%,15.38%,0,85.70,85.70,85.70,1,2,0,2
B001OY2T1O,Gerber,7.53,7.53,0.00,7.53,19.08,4.77,0,52.47,4.77,4.77,0.00,4.77,(13.87)%,(38.08)%,0.00%,(32.65)%,-2.51,-2.00,0,-18.58,9.43%,14.44%,0.00%,14.44%,60,39,27,48,1.67%,23.08%,14.81%,0.00%,37.50%,59.09%,0.00%,0.00%,98.33%,100.00%,0.00%,0.00%,1,0,4,8,0.00,0.00,0,0.00,0.00,0.00,0.00,282.01,0.00,0.00,0.00,52.00,24.75%,24.75%,0.00%,24.75%,(13.70)%,(13.70)%,0.00%,(13.70)%,100.00%,66.67%,0.00%,74.19%,52,0,0,32,0,0,0,0,1.67%,23.08%,14.81%,0.00%,98.30,0,0,98.30,1,0,0,13
