ASIN,Brand Name,GV(Week 2 ),Net Ordered Units(Week 2 ),Net Receipts (Units)(Week 2 ),Total Inventory Units(Week 2 ),Net Receipts($)(Week 2 ),Product GMS($)(Week 2 ),Gross Shipped GMS($)(Week 2 ),Net Ordered GMS($)(Week 2 ),Deal GMS($)(Week 2 ),Net PPM(Week 2 )(%),Amzn GV(Week 2 ),SoROOS(%)(Week 2 )(%),Daily SoRoos%(Week 2 )(%),Fill Rate - Sourceable(Week 2 )(%),Vendor Confirmation Rate - Sourceable(Week 2 )(%),Conversion Rate(Week 2 )(%),ASP(Week 2 ),CM(Week 2 )(%),CP($)(Week 2 ),CPPU(Week 2 ),PPM(Week 2 )(%),CCOGS As A % Of PCOGS(Week 2 )(%),CCOGS As A % Of Revenue(Week 2 )(%),External Box Price Competitiveness (% Of GV)(Week 2 )(%),IDQ Score(Week 2 )
B07XB1PWSX,Suncola,13,1,4.00,0.00,11.21,11.83,10.99,2.37,0,7.66%,11,30.77%,30.77%,0.00%,0.00%,7.69%,2.96,(62.80)%,-7.52,-1.88,5.25%,10.00%,9.48%,100.00%,76.00
B07P8QBGF6,Eminence,143,10,169.00,592.00,211.65,11.65,12.73,12.65,0,12.41%,125,0.00%,0.00%,104.96%,71.60%,6.99%,1.17,(83.16)%,-11.47,-1.15,(7.48)%,18.50%,19.88%,27.35%,93.00
B01LWMCL01,Cala,1,1,0.00,2.00,0.00,11.64,11.64,11.67,0,87.71%,1,0.00%,0.00%,0.00%,0.00%,100.00%,11.64,66.58%,7.75,7.75,48.80%,76.00%,38.92%,0.00%,80.80
B00XW5AV18,Ching's Secret,41,8,26.00,43.00,29.45,11.54,11.48,10.19,0,22.04%,38,0.00%,0.00%,0.00%,0.00%,19.51%,1.28,(117.18)%,-15.10,-1.68,11.68%,12.38%,10.93%,43.59%,88.00
B0DQLLVRXB,Barebells,7,4,0.00,91.00,0.00,11.51,11.51,14.86,0,26.47%,3,0.00%,0.00%,0.00%,0.00%,57.14%,3.84,(24.75)%,-3.02,-1.01,26.47%,0.00%,0.00%,71.43%,57.50
B083VK2HWC,Al Rifai,1,0,8.00,25.00,37.77,11.35,11.35,0.00,0,16.83%,1,100.00%,100.00%,56.25%,100.00%,0.00%,5.68,(16.36)%,-1.92,-0.96,16.83%,0.00%,0.00%,100.00%,73.40
B00L2ZL28G,American Garden,50,2,16.00,26.00,81.20,11.15,11.15,11.16,0,25.82%,44,60.00%,60.00%,52.00%,100.00%,4.00%,5.58,(22.79)%,-2.65,-1.32,8.98%,18.50%,16.84%,83.72%,94.20
B00GKX89QI,Whittaker,31,3,40.00,0.00,235.77,11.10,11.10,23.35,0,18.20%,30,70.97%,70.97%,0.00%,100.00%,9.68%,5.55,(14.00)%,-1.61,-0.80,(6.23)%,23.00%,24.43%,80.65%,93.50
B091DW2SZ1,Al Rifai,7,13,24.00,22.00,117.22,10.94,10.94,71.14,0,20.50%,7,85.71%,85.71%,0.00%,0.00%,185.71%,5.47,(16.50)%,-1.80,-0.90,10.75%,10.92%,9.75%,0.00%,66.00
B087GN5BKJ,Majami,7,5,0.00,16.00,0.00,10.74,10.47,12.88,0,27.49%,7,0.00%,0.00%,0.00%,100.00%,71.43%,2.68,(44.94)%,-5.14,-1.29,9.13%,23.00%,20.90%,0.00%,62.50
B0CYT6SRXZ,TATA,32,2,6.00,30.00,27.23,10.64,10.64,10.64,0,28.29%,32,0.00%,0.00%,75.00%,100.00%,6.25%,5.32,(14.73)%,-1.63,-0.82,14.67%,15.96%,13.62%,0.00%,87.50
B07NHR4TZG,La Molisana,12,-3,0.00,204.00,0.00,10.52,9.99,-11.00,0,51.78%,12,0.00%,0.00%,100.00%,100.00%,(25.00)%,5.26,12.87%,1.34,0.67,37.37%,30.98%,19.40%,25.00%,97.00
B072RK9TG9,Lotte,20,10,4.00,1.00,3.74,10.07,10.07,10.07,0,17.43%,0,35.00%,35.00%,40.00%,100.00%,50.00%,1.01,(68.06)%,-7.59,-0.76,7.30%,10.93%,10.13%,0.00%,89.50
B087GLG43H,Geeef,3,1,1.00,0.00,9.15,10.06,11.36,11.39,0,30.00%,3,100.00%,100.00%,0.00%,0.00%,33.33%,10.06,3.73%,0.42,0.42,9.09%,23.00%,20.91%,0.00%,81.20
B07G8CWVGD,American Garden,3,2,12.00,13.00,56.98,9.98,9.73,9.73,0,19.97%,3,0.00%,0.00%,0.00%,0.00%,66.67%,4.99,(32.50)%,-3.26,-1.63,4.86%,18.50%,17.60%,0.00%,97.00
B087GKS2K8,Erko,17,2,0.00,6.00,0.00,9.59,9.59,9.59,0,14.69%,17,0.00%,0.00%,0.00%,0.00%,11.76%,4.79,(1.80)%,-0.17,-0.09,(10.79)%,23.00%,25.48%,58.82%,79.40
B07NF7G74H,Al Arabi,6,2,0.00,22.00,0.00,9.46,9.46,9.47,0,10.21%,6,0.00%,0.00%,0.00%,0.00%,33.33%,4.73,(32.62)%,-3.21,-1.60,5.01%,5.48%,5.20%,33.33%,84.20
B087GKD2RP,Lechao,13,2,0.00,6.00,0.00,9.39,8.92,8.92,0,24.96%,10,0.00%,0.00%,0.00%,0.00%,15.38%,4.70,(5.59)%,-0.51,-0.26,9.10%,23.00%,20.91%,0.00%,77.50
B00XMZUY8I,UNKNOWN,1,1,1.00,1.00,8.31,9.34,9.34,9.34,0,18.14%,1,100.00%,100.00%,0.00%,0.00%,100.00%,9.34,(17.80)%,-1.69,-1.69,11.02%,8.00%,7.12%,0.00%,83.30
B07HFFC729,American Garden,12,2,0.00,15.00,0.00,9.28,8.36,8.36,0,16.27%,11,0.00%,0.00%,0.00%,0.00%,16.67%,4.64,(28.94)%,-2.54,-1.27,9.50%,18.50%,16.74%,100.00%,95.80
B00L2ZKAE8,American Garden,17,6,0.00,24.00,0.00,9.26,9.03,9.03,0,(3.00)%,13,0.00%,0.00%,0.00%,100.00%,35.29%,1.54,(135.36)%,-13.99,-2.33,(23.28)%,18.50%,22.81%,69.23%,93.70
B0FGD4RXXK,Candyland,12,3,0.00,176.00,0.00,9.21,8.91,8.91,0,73.36%,12,0.00%,0.00%,0.00%,0.00%,25.00%,3.07,42.31%,3.89,1.30,2.93%,76.00%,73.78%,0.00%,68.70
B005MM9ZMU,Kuhne,2,0,3.00,0.00,8.23,9.06,9.06,0.00,0,30.01%,0,100.00%,100.00%,0.00%,100.00%,0.00%,3.02,(10.63)%,-1.00,-0.33,9.11%,23.00%,20.91%,0.00%,0
B07P8BSM8D,American Garden,11,3,4.00,19.00,14.47,9.03,9.03,9.03,0,(5.44)%,10,0.00%,0.00%,44.83%,100.00%,27.27%,3.01,(57.53)%,-5.45,-1.82,(20.27)%,12.33%,14.83%,71.43%,97.00
B087C89BGH,Little Freddie,8,0,0.00,7.00,0.00,8.94,8.64,0.15,0,31.04%,2,25.00%,25.00%,100.00%,100.00%,0.00%,2.98,(63.42)%,-6.18,-2.06,14.79%,23.00%,19.60%,100.00%,82.00
B083VKKHVC,Tata Global Beverages,21,3,40.00,72.00,97.90,8.90,8.90,8.91,0,21.90%,16,0.00%,0.00%,100.00%,100.00%,14.29%,2.97,(17.69)%,-1.61,-0.54,17.52%,5.30%,4.37%,45.45%,98.50
B0CZLC4GSB,Ching's Secret,8,0,4.00,8.00,13.14,8.80,8.58,0.00,0,22.80%,8,37.50%,37.50%,100.00%,100.00%,0.00%,4.40,(46.04)%,-4.25,-2.13,25.31%,0.00%,0.00%,0.00%,78.50
B08C192WMP,Al Arabi,2,0,21.00,21.00,168.89,8.49,8.07,0.00,0,10.68%,2,0.00%,0.00%,0.00%,0.00%,0.00%,8.49,(13.20)%,-1.09,-1.09,5.29%,10.97%,10.39%,50.00%,84.20
B07J3WYR89,Dilmah,4,3,0.00,12.00,0.00,8.39,8.39,8.39,0,35.22%,4,0.00%,0.00%,0.00%,0.00%,75.00%,2.80,(31.54)%,-2.87,-0.96,8.76%,29.00%,26.46%,0.00%,71.00
B087GL3GHB,Nom Noms,48,3,0.00,34.00,0.00,8.27,8.01,7.44,0,18.30%,41,54.17%,54.17%,0.00%,100.00%,6.25%,2.76,(231.40)%,-9.39,-3.13,11.52%,11.20%,9.91%,100.00%,94.20
B00Y8C7MDE,Elledi,36,6,0.00,3.00,0.00,8.19,8.19,26.43,0,7.85%,35,52.78%,52.78%,50.00%,100.00%,16.67%,4.09,(38.11)%,-3.28,-1.64,(19.68)%,23.00%,27.53%,75.00%,81.70
B09WHVMND3,La Molisana,4,2,0.00,50.00,0.00,8.19,7.78,7.78,0,12.62%,4,0.00%,0.00%,93.75%,100.00%,50.00%,4.09,(32.04)%,-2.59,-1.30,(7.05)%,23.00%,24.62%,0.00%,75.50
B0FXLW3X9S,Mr Makhana,6,3,2.00,0.00,6.81,8.13,7.73,11.79,0,74.95%,2,100.00%,100.00%,0.00%,0.00%,50.00%,4.06,33.94%,2.71,1.36,16.28%,76.00%,63.63%,0.00%,78.70
B075733JRQ,Ching's Secret,24,8,78.00,337.00,68.59,7.71,7.71,7.71,0,23.28%,0,0.00%,0.00%,98.33%,100.00%,33.33%,0.96,(120.91)%,-9.76,-1.22,8.76%,15.91%,14.52%,68.75%,60.50
B0FGD6KPV5,Candyland,3,2,0.00,22.00,0.00,7.52,7.52,7.52,0,79.32%,3,0.00%,0.00%,0.00%,0.00%,66.67%,3.76,(1.85)%,-0.15,-0.08,13.83%,76.00%,65.49%,0.00%,71.50
B07NF7V8JF,Labi Xiao Xin,14,1,2.00,21.00,7.35,7.39,7.39,4.18,0,23.40%,11,0.00%,0.00%,0.00%,100.00%,7.14%,3.69,(21.98)%,-1.71,-0.86,0.52%,23.00%,22.88%,62.50%,87.50
B08G8WV5T8,Gerber,18,1,0.00,0.00,0.00,7.32,7.32,7.32,0,100.00%,16,0.00%,0.00%,0.00%,0.00%,5.56%,7.32,70.94%,5.38,5.38,100.00%,0.00%,0.00%,100.00%,71.00
B0FGD6YX63,Candyland,3,1,0.00,63.00,0.00,7.14,7.14,7.14,0,73.86%,3,0.00%,0.00%,0.00%,0.00%,33.33%,7.14,27.47%,2.07,2.07,(8.92)%,76.00%,82.78%,0.00%,78.70
B001AS8QPC,General Mills,1,1,0.00,4.00,0.00,7.13,7.13,7.13,0,(2.75)%,1,100.00%,100.00%,0.00%,100.00%,100.00%,7.13,(44.32)%,-3.32,-3.32,(2.75)%,0.00%,0.00%,100.00%,93.50
B00L305X8K,American Garden,79,6,0.00,222.00,0.00,7.01,7.01,7.01,0,30.09%,79,0.00%,0.00%,100.00%,100.00%,7.59%,1.17,(65.91)%,-5.00,-0.83,14.22%,18.50%,15.87%,34.18%,90.00
B07YHXHGPY,Cala,1,1,0.00,0.00,0.00,7.00,7.00,7.00,0,81.24%,1,0.00%,0.00%,0.00%,0.00%,100.00%,7.00,48.77%,3.50,3.50,21.85%,76.00%,59.39%,0.00%,71.00
B00W3LXB4G,JULIE'S,9,4,0.00,1.00,0.00,6.96,6.96,8.97,0,18.66%,9,44.44%,44.44%,68.42%,100.00%,44.44%,2.32,(72.94)%,-5.36,-1.79,(5.63)%,23.00%,24.30%,88.89%,79.20
B00GKX89PO,Whittaker,17,0,0.00,40.00,0.00,6.95,6.25,0.00,0,34.65%,16,58.82%,58.82%,0.00%,100.00%,0.00%,6.95,(20.13)%,-1.26,-1.26,15.13%,34.78%,29.52%,82.35%,93.50
B079H7W8TZ,Ching's Secret,7,2,21.00,26.00,18.47,6.87,6.66,2.78,0,43.19%,5,0.00%,0.00%,90.91%,100.00%,28.57%,1.37,(19.02)%,-1.26,-0.25,36.04%,15.94%,10.20%,42.86%,79.50
B07P83LFGN,Afia,9,2,2.00,5.00,5.98,6.74,6.40,6.40,0,15.91%,6,55.56%,55.56%,0.00%,0.00%,22.22%,3.37,(15.51)%,-1.00,-0.50,11.23%,10.91%,9.69%,100.00%,75.00
B07NF5BLTB,Al Rifai,4,0,2.00,29.00,5.70,6.71,6.71,0.00,0,19.72%,0,0.00%,0.00%,100.00%,100.00%,0.00%,3.36,(63.14)%,-4.72,-2.36,15.09%,5.46%,4.63%,0.00%,61.70
B07NF5128P,Moussy,9,0,0.00,191.00,0.00,6.70,9.29,0.00,0,10.00%,8,0.00%,0.00%,0.00%,0.00%,0.00%,6.70,(7.24)%,-0.67,-0.67,0.00%,10.00%,10.00%,0.00%,82.00
B0847NLD8T,Moussy,5,1,0.00,72.00,0.00,6.68,6.68,6.68,0,10.00%,4,0.00%,0.00%,0.00%,0.00%,20.00%,6.68,"(3,134.68)%",-9.37,-9.37,0.00%,10.00%,10.00%,0.00%,74.20
B08CHW751L,UNKNOWN,3,3,0.00,4.00,0.00,6.61,6.28,6.28,0,22.44%,3,0.00%,0.00%,0.00%,0.00%,100.00%,2.20,(33.97)%,-2.23,-0.74,13.72%,15.93%,13.74%,66.67%,74.20
B01ITA6H36,TETLEY,5,1,8.00,7.00,46.46,6.47,6.47,6.47,0,24.51%,5,20.00%,20.00%,0.00%,0.00%,20.00%,6.47,(16.52)%,-1.11,-1.11,10.23%,15.91%,14.29%,0.00%,61.00
B079H3CX14,Ching's Secret,33,2,0.00,145.00,0.00,6.41,6.22,2.43,0,22.72%,31,0.00%,0.00%,100.00%,100.00%,6.06%,1.28,(75.90)%,-5.17,-1.03,11.68%,15.97%,14.10%,60.00%,94.20
B0C62CMRMF,TATA,37,2,35.00,71.00,207.06,6.35,6.35,12.70,0,20.57%,33,0.00%,0.00%,0.00%,100.00%,5.41%,6.35,(6.68)%,-0.43,-0.43,6.86%,15.91%,14.82%,63.64%,100.00
B00BGV94SG,UNKNOWN,28,2,78.00,83.00,80.70,6.27,6.11,3.14,0,42.01%,27,42.86%,42.86%,93.94%,100.00%,7.14%,1.57,(100.42)%,-7.10,-1.78,34.03%,15.91%,10.50%,53.85%,71.50
B0FGD3Y82G,Candyland,8,2,0.00,34.00,0.00,6.22,7.09,7.09,0,78.02%,8,0.00%,0.00%,0.00%,0.00%,25.00%,3.11,12.86%,0.97,0.48,8.40%,76.00%,69.62%,0.00%,60.90
B01JAY1OWY,Chings Secret,25,3,360.00,358.00,655.76,6.22,6.07,4.70,0,36.30%,22,8.00%,8.00%,10.42%,100.00%,12.00%,1.56,(102.90)%,-7.09,-1.77,27.21%,15.92%,11.58%,69.57%,61.60
B01LCWZEAU,Hectare's,12,6,0.00,68.00,0.00,6.21,5.90,5.90,0,30.36%,12,0.00%,0.00%,23.08%,100.00%,50.00%,1.03,(42.87)%,-2.70,-0.45,16.05%,23.00%,19.31%,75.00%,79.20
B091VPXTQJ,American Garden,47,3,0.00,25.00,0.00,6.18,6.18,5.82,0,(103.83)%,40,53.19%,53.19%,0.00%,28.57%,6.38%,2.06,(213.48)%,-15.33,-5.11,(103.83)%,0.00%,0.00%,92.31%,91.50
B0FGD6LT6T,Candyland,6,2,0.00,38.00,0.00,6.07,6.07,6.07,0,79.49%,6,0.00%,0.00%,0.00%,0.00%,33.33%,3.03,(18.26)%,-1.25,-0.63,14.54%,76.00%,64.95%,0.00%,78.70
B0B8DLJMK1,American Garden,15,1,8.00,41.00,44.80,5.90,5.90,5.90,0,22.64%,10,0.00%,0.00%,100.00%,100.00%,6.67%,5.90,(45.48)%,-2.93,-2.93,5.08%,18.50%,17.56%,100.00%,100.00
B07PCF1NF9,Al osra,14,2,55.00,163.00,147.19,5.83,5.68,5.68,0,15.72%,11,0.00%,0.00%,100.00%,100.00%,14.29%,2.92,(54.90)%,-3.21,-1.60,8.22%,10.92%,10.03%,45.45%,82.90
B07XC1PZCT,Suntop,33,0,17.00,37.00,47.63,5.83,5.83,0.00,0,(29.71)%,31,75.76%,75.76%,0.00%,100.00%,0.00%,1.94,(103.77)%,-6.04,-2.01,(44.12)%,10.00%,14.41%,100.00%,86.00
B084PTX8XP,American Garden,24,1,14.00,46.00,78.40,5.73,5.73,5.73,0,20.36%,6,8.33%,8.33%,100.00%,100.00%,4.17%,5.73,8.77%,0.51,0.51,2.28%,18.50%,18.08%,100.00%,0
B00L2ZKJ3A,American Garden,16,2,0.00,262.00,0.00,5.71,4.83,4.83,0,4.74%,0,0.00%,0.00%,0.00%,100.00%,12.50%,2.85,(18.34)%,-0.90,-0.45,1.91%,18.50%,18.15%,100.00%,98.30
B091VP9RGN,American Garden,3,1,0.00,23.00,0.00,5.70,4.01,4.01,0,13.12%,3,0.00%,0.00%,0.00%,0.00%,33.33%,5.70,(48.12)%,-2.36,-2.36,19.00%,18.50%,14.99%,66.67%,95.50
B07P76HBPW,American Garden,13,2,0.00,10.00,0.00,5.58,5.58,5.58,0,25.27%,13,0.00%,0.00%,0.00%,100.00%,15.38%,2.79,(21.80)%,-1.29,-0.65,8.30%,18.50%,16.96%,90.00%,98.50
B0DH4RTBZX,Staycool,13,1,0.00,7.00,0.00,5.51,5.51,5.51,0,79.83%,13,0.00%,0.00%,0.00%,100.00%,7.69%,5.51,55.86%,3.10,3.10,15.97%,76.00%,63.87%,0.00%,47.50
B00OD85QW2,UNKNOWN,14,5,32.00,33.00,29.88,5.43,5.43,6.72,0,38.78%,14,0.00%,0.00%,0.00%,100.00%,35.71%,1.36,(95.66)%,-6.00,-1.50,31.26%,10.94%,7.52%,0.00%,69.10
B07HFCZMBW,American Garden,15,0,17.00,17.00,86.27,5.43,4.38,0.00,0,4.50%,15,6.67%,6.67%,0.00%,0.00%,0.00%,5.43,(61.73)%,-2.70,-2.70,6.57%,18.50%,17.29%,30.77%,90.00
B00QH75VA4,Erko,48,5,0.00,2.00,0.00,5.41,4.50,7.66,0,56.71%,33,39.58%,39.58%,0.00%,0.00%,10.42%,1.80,(32.74)%,-1.70,-0.57,57.70%,30.98%,13.10%,100.00%,87.50
B0C2VKC6KW,MARTINELLI'S,7,1,0.00,2.00,0.00,5.17,5.17,5.18,0,29.97%,4,85.71%,85.71%,0.00%,100.00%,14.29%,5.17,137.32%,-8.23,-8.23,6.32%,25.25%,23.66%,100.00%,78.00
B09NVX81DB,La Molisana,14,2,0.00,84.00,0.00,5.13,5.13,9.74,0,34.20%,14,0.00%,0.00%,79.55%,100.00%,14.29%,5.13,5.31%,0.28,0.28,14.54%,23.00%,19.65%,0.00%,78.40
B004PELWAY,Gerber,5,1,0.00,0.00,0.00,5.06,5.06,5.57,0,14.70%,4,60.00%,60.00%,0.00%,100.00%,20.00%,5.06,(21.62)%,-1.14,-1.14,(14.11)%,25.25%,28.81%,75.00%,80.00
B000I0VTMA,American Garden,10,1,0.00,6.00,0.00,4.99,4.99,4.99,0,22.46%,10,0.00%,0.00%,0.00%,0.00%,10.00%,4.99,(35.99)%,-1.93,-1.93,4.86%,18.50%,17.60%,20.00%,95.50
B087GJ6854,Lechao,6,1,0.00,3.00,0.00,4.91,4.66,4.66,0,28.04%,6,0.00%,0.00%,0.00%,0.00%,16.67%,4.91,9.25%,0.44,0.44,13.03%,23.00%,20.00%,0.00%,77.50
B087GKX9GM,Lechao,7,1,1.00,0.00,4.27,4.91,7.50,7.50,0,33.04%,7,42.86%,42.86%,0.00%,0.00%,14.29%,4.91,9.02%,0.68,0.68,13.03%,23.00%,20.00%,0.00%,77.50
B0C8BBWN4X,Ching's,9,1,15.00,26.00,55.91,4.86,4.86,4.87,0,35.55%,9,0.00%,0.00%,100.00%,100.00%,11.11%,4.86,(9.87)%,-0.50,-0.50,23.35%,15.91%,12.20%,0.00%,71.60
B0B8GMD5W2,Kannan Devan,40,1,0.00,223.00,0.00,4.82,4.82,4.82,0,20.66%,34,0.00%,0.00%,100.00%,100.00%,2.50%,4.82,(31.21)%,-1.60,-1.60,5.65%,15.91%,15.01%,25.00%,82.50
B0DDCMJ6TT,Chings,8,2,13.00,49.00,25.45,4.82,4.58,4.58,0,26.66%,8,0.00%,0.00%,50.00%,100.00%,25.00%,2.41,(13.00)%,-0.61,-0.30,18.76%,15.91%,12.93%,28.57%,58.40
B0DJXK1XYX,Warheads,26,0,0.00,1.00,0.00,4.79,4.55,0.00,0,34.75%,26,80.77%,80.77%,0.00%,0.00%,0.00%,4.79,(29.08)%,-1.32,-1.32,39.81%,0.00%,0.00%,96.15%,87.50
B0041HVNZ4,Popcorners,16,0,33.00,90.00,141.50,4.74,4.74,1.33,0,9.59%,15,31.25%,31.25%,100.00%,100.00%,0.00%,4.74,(23.74)%,-1.14,-1.14,9.59%,0.00%,0.00%,75.00%,70.80
B087GKXXHH,Lechao,6,1,0.00,0.00,0.00,4.70,4.70,4.70,0,30.01%,6,33.33%,33.33%,0.00%,0.00%,16.67%,4.70,(34.09)%,-1.73,-1.73,9.10%,23.00%,20.91%,0.00%,76.90
B08WGYSYVD,UNKNOWN,0,0,3.00,2.00,12.56,4.66,4.66,0.00,0,78.41%,0,0.00%,0.00%,0.00%,0.00%,0.00%,4.66,8.95%,0.45,0.45,10.06%,76.00%,68.36%,0.00%,71.60
B082HHBYD6,JULIE'S,13,1,0.00,45.00,0.00,4.64,4.64,2.09,0,18.66%,12,69.23%,69.23%,0.00%,0.00%,7.69%,2.32,(79.45)%,-4.19,-2.10,(5.63)%,23.00%,24.30%,100.00%,81.00
B07PCMG31N,American Garden,4,2,0.00,5.00,0.00,4.54,4.31,4.31,0,32.63%,3,0.00%,0.00%,0.00%,0.00%,50.00%,2.27,(47.73)%,-2.27,-1.13,23.53%,18.50%,14.15%,0.00%,82.00
B07NF7KPQY,KLF COCONAD,13,1,0.00,7.00,0.00,4.48,4.48,4.48,0,16.21%,10,7.69%,7.69%,0.00%,0.00%,7.69%,4.48,(11.65)%,-0.54,-0.54,16.21%,0.00%,0.00%,25.00%,79.20
B08RYY2YJM,Pigeon,10,2,0.00,0.00,0.00,4.38,5.67,10.05,0,(31.82)%,10,0.00%,0.00%,0.00%,100.00%,20.00%,4.38,(65.28)%,-4.01,-4.01,(43.28)%,8.00%,11.46%,60.00%,94.50
B07NF7LF35,American Garden,68,2,149.00,181.00,295.72,4.28,4.17,4.29,0,21.87%,67,0.00%,0.00%,77.08%,100.00%,2.94%,2.14,(160.12)%,-4.47,-2.23,7.25%,18.50%,17.16%,15.87%,93.00
B0FXLW49YC,Mr Makhana,4,0,2.00,1.00,6.81,4.28,4.28,0.00,0,80.90%,4,0.00%,0.00%,50.00%,100.00%,0.00%,4.28,11.76%,0.54,0.54,20.43%,76.00%,60.47%,0.00%,78.70
B0DCK7H7PV,Nisha,3,1,0.00,3.00,0.00,4.15,4.15,4.15,0,80.33%,3,0.00%,0.00%,0.00%,0.00%,33.33%,4.15,(4.09)%,-0.18,-0.18,18.06%,76.00%,62.28%,0.00%,87.50
B0FXLTRF15,Mr Makhana,4,1,0.00,0.00,0.00,4.06,4.06,4.06,0,79.91%,2,75.00%,75.00%,0.00%,100.00%,25.00%,4.06,6.43%,0.28,0.28,16.28%,76.00%,63.63%,0.00%,78.70
B087GJKXV6,Orion,3,2,0.00,1.00,0.00,4.02,3.82,7.44,0,24.97%,3,66.67%,66.67%,0.00%,100.00%,66.67%,4.02,(34.63)%,-1.42,-1.42,9.07%,23.00%,20.91%,0.00%,81.50
B07NF8729H,American Garden,4,2,78.00,165.00,146.53,4.02,4.02,4.03,0,23.80%,0,0.00%,0.00%,100.00%,100.00%,50.00%,2.01,(20.37)%,-0.82,-0.41,6.50%,18.50%,17.30%,0.00%,90.00
B08C1BXHZT,Sun Vita,24,-1,37.00,632.00,112.72,4.02,3.82,-4.22,0,27.45%,20,25.00%,25.00%,100.00%,100.00%,(4.17)%,4.02,(54.27)%,-2.27,-2.27,24.19%,10.91%,8.27%,47.06%,83.40
B078YCYC62,Namakin,1,1,0.00,3.00,0.00,4.01,4.24,4.24,0,49.27%,1,0.00%,0.00%,0.00%,0.00%,100.00%,4.01,(27.45)%,-1.27,-1.27,40.64%,23.00%,13.65%,0.00%,76.20
B0CTHNT8ZV,Orion,14,2,0.00,0.00,0.00,3.99,3.99,7.94,0,36.93%,11,92.86%,92.86%,0.00%,100.00%,14.29%,3.99,(36.41)%,-1.59,-1.59,18.09%,23.00%,18.84%,0.00%,85.40
B075731CHK,Ching's Secret,2,2,20.00,48.00,22.65,3.85,3.78,2.50,0,14.68%,2,0.00%,0.00%,0.00%,0.00%,100.00%,1.28,(115.79)%,-4.92,-1.64,11.68%,5.32%,4.70%,100.00%,76.20
B0CH8T3XXZ,Barebells,2,1,0.00,10.00,0.00,3.76,3.76,3.77,0,25.04%,2,0.00%,0.00%,0.00%,0.00%,50.00%,3.76,(62.72)%,-2.62,-2.62,25.04%,0.00%,0.00%,0.00%,57.50
B07CF6XNTT,Elvan,23,1,1.00,58.00,5.28,3.63,6.22,6.22,0,(12.03)%,19,91.30%,91.30%,0.00%,0.00%,4.35%,3.63,(20.72)%,-1.29,-1.29,(45.50)%,23.00%,33.46%,0.00%,96.70
B07XG55KTZ,Suncola,22,2,0.00,48.00,0.00,3.60,0.00,0.00,0,(97.13)%,22,45.45%,45.45%,40.00%,100.00%,9.09%,1.80,"(2,080.90)%",-6.12,-3.06,2.87%,0.00%,0.00%,61.90%,82.00
B00L2ZKROQ,American Garden,69,3,32.00,127.00,108.29,3.57,3.57,10.52,0,22.67%,59,56.52%,56.52%,41.94%,100.00%,4.35%,3.57,(54.93)%,-2.17,-2.17,5.11%,18.50%,17.55%,88.89%,98.30
B088F997KY,Freakin' Healthy,7,2,0.00,42.00,0.00,3.52,3.52,3.53,0,42.36%,7,0.00%,0.00%,75.00%,100.00%,28.57%,1.76,21.25%,0.75,0.37,25.35%,22.79%,17.02%,42.86%,98.50
B087GJMBTX,MIR,8,1,0.00,5.00,0.00,3.52,3.52,3.52,0,29.97%,8,0.00%,0.00%,0.00%,100.00%,12.50%,3.52,(44.81)%,-1.75,-1.75,9.06%,23.00%,20.92%,0.00%,76.20
B07PCDZ634,American Garden,7,0,0.00,10.00,0.00,3.50,3.32,0.00,0,18.77%,7,0.00%,0.00%,0.00%,0.00%,0.00%,3.50,(10.54)%,-0.35,-0.35,6.53%,18.50%,17.29%,33.33%,93.00
B01EE2KBOY,WONDERFUL,2,1,0.00,1.00,0.00,3.42,3.42,3.42,0,15.47%,1,0.00%,0.00%,0.00%,0.00%,50.00%,3.42,(22.84)%,-0.81,-0.81,(9.79)%,23.00%,25.25%,0.00%,84.20
B07NHNK7KJ,La Molisana,7,0,15.00,37.00,44.51,3.41,2.90,0.00,0,18.00%,7,71.43%,71.43%,60.00%,100.00%,0.00%,3.41,(99.43)%,-3.32,-3.32,13.08%,23.00%,19.99%,0.00%,74.50
B01CEIFG4A,American Garden,2,1,0.00,0.00,0.00,3.31,2.65,2.65,0,6.85%,2,50.00%,50.00%,0.00%,100.00%,50.00%,3.31,(90.77)%,-2.76,-2.76,9.97%,18.50%,16.66%,100.00%,90.00
B083VK8HZK,Tetley,6,1,2.00,2.00,5.74,3.27,3.27,3.27,0,19.19%,6,33.33%,33.33%,0.00%,0.00%,16.67%,3.27,(27.84)%,-0.95,-0.95,12.17%,8.00%,7.03%,0.00%,100.00
B01L774IH0,Hectare's,1,2,0.00,0.00,0.00,3.11,2.95,2.95,0,27.41%,1,100.00%,100.00%,0.00%,0.00%,200.00%,1.55,(24.94)%,-0.78,-0.39,12.43%,23.00%,20.14%,0.00%,80.80
B01LCWY6X6,Hectare's,10,4,0.00,18.00,0.00,3.10,3.10,4.09,0,35.36%,10,50.00%,50.00%,0.00%,100.00%,40.00%,1.03,(63.85)%,-2.23,-0.74,16.05%,23.00%,19.31%,70.00%,70.00
B088F92WLR,Freakin' Healthy,9,7,0.00,26.00,0.00,3.00,3.00,10.02,0,32.48%,9,0.00%,0.00%,100.00%,100.00%,77.78%,1.50,(60.44)%,-2.05,-1.03,12.34%,22.97%,20.14%,60.00%,93.00
