ASIN,Brand Name,GV(Week 1 ),Net Ordered Units(Week 1 ),Net Receipts (Units)(Week 1 ),Total Inventory Units(Week 1 ),Net Receipts($)(Week 1 ),Product GMS($)(Week 1 ),Gross Shipped GMS($)(Week 1 ),Net Ordered GMS($)(Week 1 ),Deal GMS($)(Week 1 ),Net PPM(Week 1 )(%),Amzn GV(Week 1 ),SoROOS(%)(Week 1 )(%),Daily SoRoos%(Week 1 )(%),Fill Rate - Sourceable(Week 1 )(%),Vendor Confirmation Rate - Sourceable(Week 1 )(%),Conversion Rate(Week 1 )(%),ASP(Week 1 ),CM(Week 1 )(%),CP($)(Week 1 ),CPPU(Week 1 ),PPM(Week 1 )(%),CCOGS As A % Of PCOGS(Week 1 )(%),CCOGS As A % Of Revenue(Week 1 )(%),External Box Price Competitiveness (% Of GV)(Week 1 )(%),IDQ Score(Week 1 )
B0847NQXGQ,Amada,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07LGGFN4Z,Ulker,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0977QN5W7,UNKNOWN,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80.8
B00L2ZKXO0,American Garden,8,0,0,3,0,0,0,0,0,0.00%,5,75.00%,75.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,98.3
B09CWX9NDP,UNKNOWN,15,0,1,290,1.9,0,0,0,0,0.00%,14,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,25.00%,69.1
B0CBKW4ZYB,Barebells,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,63
B0CGZ6TPRH,Cala,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75
B00A20QDD6,UNKNOWN,4,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,12.24%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0F8VYNYKS,Deemah,14,0,0,0,0,0,0,0,0,0.00%,0,71.43%,71.43%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0881MF41F,Palazi,14,0,0,0,0,0,0,0,0,0.00%,14,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,89.4
B000LRO5O4,Splenda,17,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B083VKNDCY,Sultan,0,0,0,29,0,0,0,0,0,0.00%,0,0.00%,0.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,81.7
B0C663CW31,TATA,2,0,0,55,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,91.7
B00UTU1NLQ,Joico,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07NF5128P,Moussy,20,1,0,194,0,0,0,9.29,0,0.00%,19,0.00%,0.00%,0.00%,0.00%,5.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,82
B00L26ZKC4,GM Betty Crocker,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07NF5BLTB,Al Rifai,1,0,1,32,2.85,0,0,0,0,0.00%,0,0.00%,0.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,61.7
B0881N8T3V,Monesco,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07DC7ZTM2,Bazooka,5,0,0,0,0,0,0,0,0,0.00%,5,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,95
B00L2ZKM0K,American Garden,37,0,72,216,226.8,0,0,0,0,0.00%,0,2.70%,2.70%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,0
B0772DY7PS,Palmer's,1,0,0,1,0,0,0,0,0,0.00%,1,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,87.5
B087GJFD6Q,Stone Chocolate,8,0,0,129,0,0,0,0,0,0.00%,8,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,77.5
B086BL3P2V,Bazooka,0,0,0,4,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,100
B081LFBNBV,Mr Makhana,0,0,0,63,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07PKDF1RM,UNKNOWN,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0BYP2C5TR,UNKNOWN,31,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0FLDBXBCQ,DIAMOND دايموند,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,64.9
B075X3T545,Cala,0,0,1,1,1.14,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,71
B01738NK80,UNKNOWN,4,0,0,0,0,0,0,0,0,0.00%,4,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,82
B07NF6TMPD,Power Horse,8,0,0,49,0,0,0,0,0,0.00%,8,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76
B08LD9R8Q9,Coroli,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,68.4
B07PR97QFD,Suntop,7,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B09BN4FYX1,Palazi,3,0,0,26,0,0,0,0,0,0.00%,3,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75.9
B08LDHLYC1,Lady Liberty,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,62.5
B087GM93BH,Palazi,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,67.5
B087GKDZXG,Spencer,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07YHXHGPY,Cala,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,66
B01M6AUUJV,Luke's,7,0,0,0,0,0,0,0,0,0.00%,7,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,68.7
B07WWFHQQZ,Cala,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,82.5
B09NVX81DB,La Molisana,9,0,1,91,4.38,0,0,0,0,0.00%,9,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,78.4
B08M3RLZW8,Whittaker,26,2,0,202,0,0,0,10.53,0,0.00%,23,42.31%,42.31%,0.00%,100.00%,7.69%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,86
B00JGZRPYE,Shan,1,0,0,2,0,0,0,0,0,0.00%,1,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,72.5
B008FQNC6A,Cala,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,74.2
B07PKDJM35,American Garden,1,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00L305TGG,American Garden,3,0,0,2,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,90
B010R4BPY8,Gerber,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0B5V5FXTH,Cloetta,1,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GMS6H7,Bazooka,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,87.5
B0CS35YCYH,DIAMOND دايموند,1,0,0,15,0,0,0,0,0,0.00%,1,100.00%,100.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,84.2
B003TSFIL6,Apple & Eve,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0014CSGZO,Kelloggs,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,72
B087GJT9V6,Tian's,33,9,0,30,0,0,0,14.26,0,0.00%,33,100.00%,100.00%,0.00%,100.00%,27.27%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,93.7
B00MULQ966,UNKNOWN,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,59.4
B0CB7V4R94,Bisconni,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0BF76HJCD,DIAMOND دايموند,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,66.6
B085V4N93R,Lady Liberty,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,69.2
B0002J9OO2,Lago,1,0,0,62,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,72.5
B087GJT9VD,Quanwang,1,0,0,3,0,0,0,0,0,0.00%,1,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,73.7
B0B21STJX4,Glebe Farm the taste of gluten freedom,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B085V4HPPM,Lady Liberty,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,55.9
B087GKVNXN,Geeef,1,0,0,3,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,93.7
B00PG2XWDY,McVITIE'S,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GMG87K,Rico,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,77.5
B087GMQPN6,Nabil,9,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B077ZCB3T7,Tetley,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GKVNXH,Cloetta,2,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0881M9ZH4,Eti,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GMBZDM,Palazi,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0B82NXLTV,UNKNOWN,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,47.5
B07PJ7R52Y,INDIA GATE,5,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B083VKBHXM,Diamond,0,0,0,23,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75.9
B00JDC1Y5G,Zed,8,0,0,9,0,0,0,0,0,0.00%,8,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,87.5
B017XKSTIO,QualityFood,2,0,0,0,0,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76.7
B01BULGR1I,Gerber,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0064OHZYK,Lutti,3,0,0,0,0,0,0,0,0,0.00%,3,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80.8
B00GKBN2E4,A.1.,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B00XA794UW,Gerber,3,1,0,0,0,0,0,8.05,0,0.00%,3,100.00%,100.00%,0.00%,0.00%,33.33%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,83.3
B083VKYVK5,Al Rifai,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,55.8
B00IERMK9U,KLF COCONAD,29,-8,0,0,0,0,0,-50.49,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,-27.59%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GLW295,Nom Noms,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80
B00DUCDSSG,UNKNOWN,5,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B083VKCZ15,Afia,30,-1,0,3,0,0,0,-6.4,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,-3.33%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,0
B083VK35V2,Diamond,2,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75.9
B087GJJ4PF,Cagla,0,0,0,2,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GK969D,Freakin Healthy,5,0,0,1,0,0,0,0,0,0.00%,1,20.00%,20.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,98.5
B07WQ1XYGR,Cala,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75.4
B087GMS6GJ,Alattar,10,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07MTQB5Q7,American Garden,24,0,0,27,0,0,0,0,0,0.00%,22,79.17%,79.17%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,100
B004XVFJVW,Frank's RedHot,3,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,85.8
B0881MB9PB,Swasco,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GM93B1,Nom Noms,10,-4,0,0,0,0,0,-9.44,0,0.00%,8,60.00%,60.00%,60.76%,100.00%,-40.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80
B087GKYZFQ,Cagla,5,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GMG87W,Nom Noms,4,0,0,49,0,0,0,0,0,0.00%,4,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,80
B087GM3TH1,Americandy,2,0,0,53,0,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,71.9
B002GJSJQ0,Gerber,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B08FTZGS3X,UNKNOWN,8,0,543,545,6081.87,0,0,0,0,0.00%,8,87.50%,87.50%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,78.5
B00M84U0VU,Arcor,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0DPGG548Y,Bazooka,2,0,0,0,0,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,77.5
B07YHWS8W3,Cala,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,72
B08C1BXXXV,O'lite,12,-4,0,0,0,0,0,-23.68,0,0.00%,11,100.00%,100.00%,0.00%,100.00%,-33.33%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,91.7
B0881MFXZW,Eti,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B003XEFYGK,Chewits,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,87.5
B010168HAC,UNKNOWN,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,62.4
B015O5BRDE,Amoy,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,85.8
B0095DQDH2,Foster Clarks,16,0,0,3,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0036E8CK2,UNKNOWN,11,0,0,13,0,0,0,0,0,0.00%,0,0.00%,0.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,0
B09FX48X8V,Florbu,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,55
B087GKF4J8,Dolphin Fish,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07NF84G8R,Al Rifai,2,0,3,45,40.63,0,0,0,0,0.00%,2,100.00%,100.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,77.5
B07PW9XPP9,UNKNOWN,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B087GMRW36,Americandy,6,0,0,45,0,0,0,0,0,0.00%,4,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,76.9
B087GLG42Y,Quanwang,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,60.7
B002J4PCGW,UNKNOWN,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0C62C61N7,TATA,17,0,0,0,0,0,0,0,0,0.00%,6,17.65%,17.65%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,100
B017DO6ET6,Guylian,4,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B01ITA6H36,TETLEY,1,0,0,0,0,0,0,0,0,0.00%,1,100.00%,100.00%,100.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,61
B00Y09JRZQ,Ching's Secret,5,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B079HR8W5Y,Gerber,5,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07M6HMS9S,UNKNOWN,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,57.5
B087GJ963G,Masquerade,3,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B09BN468H3,Palazi,8,2,0,19,0,0,0,7.92,0,0.00%,8,100.00%,100.00%,0.00%,100.00%,25.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,75.9
B09QJ3DZPR,Rhythm 108,0,4,0,0,0,0,0,22.4,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,86
B07XCZK8PH,Joico,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0CGZ3R6M6,CALA,0,0,0,1,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,70.6
B0881N8T4C,Palazi,5,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B08VW7NWDX,Glebe Farms,2,0,0,0,0,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,77
B0881MF54W,Elvan,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B07NF7MP99,UNKNOWN,8,0,0,0,0,0,0,1.11,0,0.00%,7,75.00%,75.00%,0.00%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,100.00%,47.4
B003ZWPD66,UNKNOWN,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0881M9668,Erko,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0BC9YGJF9,Cream of Wheat,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B08YK2D4NX,UNKNOWN,2,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B01N0T4EL6,UNKNOWN,1,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B0FDPNHQBN,Little Freddie,2,0,0,0,0,0,0,0,0,0.00%,0,100.00%,100.00%,30.30%,100.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0
B01FMA8PRW,foster clark's,35,0,0,35,0,0,0,0,0,0.00%,0,17.14%,17.14%,0.00%,0.00%,0.00%,0,0.00%,0,0,0.00%,0.00%,0.00%,63.64%,0
